Format Version,1.23,Take Name,C1_D_2,Take Notes,,Capture Frame Rate,200.000000,Export Frame Rate,200.000000,Capture Start Time,2026-07-07 03.06.30.482 PM,Capture Start Frame,142632,Total Frames in Take,5429,Total Exported Frames,5429,Rotation Type,XYZ,Length Units,Millimeters,Coordinate Space,Global

,Type,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Unlabeled 1115,Unlabeled 1115,Unlabeled 1115,Unlabeled 1116,Unlabeled 1116,Unlabeled 1116,Unlabeled 1117,Unlabeled 1117,Unlabeled 1117,Unlabeled 1118,Unlabeled 1118,Unlabeled 1118,Unlabeled 1119,Unlabeled 1119,Unlabeled 1119,Unlabeled 1120,Unlabeled 1120,Unlabeled 1120,Unlabeled 1121,Unlabeled 1121,Unlabeled 1121,Unlabeled 1122,Unlabeled 1122,Unlabeled 1122,Unlabeled 1123,Unlabeled 1123,Unlabeled 1123,Unlabeled 1124,Unlabeled 1124,Unlabeled 1124,Unlabeled 1125,Unlabeled 1125,Unlabeled 1125,Unlabeled 1126,Unlabeled 1126,Unlabeled 1126,Unlabeled 1128,Unlabeled 1128,Unlabeled 1128,Unlabeled 1129,Unlabeled 1129,Unlabeled 1129,Unlabeled 1130,Unlabeled 1130,Unlabeled 1130
,ID,"1BD1704B67A0B11F1","1BD1704B67A0B11F1","1BD1704B67A0B11F1","2BD1704B67A0B11F1","2BD1704B67A0B11F1","2BD1704B67A0B11F1","3BD1704B67A0B11F1","3BD1704B67A0B11F1","3BD1704B67A0B11F1","4BD1704B67A0B11F1","4BD1704B67A0B11F1","4BD1704B67A0B11F1","6BD1704B67A0B11F1","6BD1704B67A0B11F1","6BD1704B67A0B11F1","7BD1704B67A0B11F1","7BD1704B67A0B11F1","7BD1704B67A0B11F1","211BD1704B67A0B11F1","211BD1704B67A0B11F1","211BD1704B67A0B11F1","229BD1704B67A0B11F1","229BD1704B67A0B11F1","229BD1704B67A0B11F1","279BD1704B67A0B11F1","279BD1704B67A0B11F1","279BD1704B67A0B11F1","284BD1704B67A0B11F1","284BD1704B67A0B11F1","284BD1704B67A0B11F1","285BD1704B67A0B11F1","285BD1704B67A0B11F1","285BD1704B67A0B11F1","286BD1704B67A0B11F1","286BD1704B67A0B11F1","286BD1704B67A0B11F1","288BD1704B67A0B11F1","288BD1704B67A0B11F1","288BD1704B67A0B11F1","28ABD1704B67A0B11F1","28ABD1704B67A0B11F1","28ABD1704B67A0B11F1","28BBD1704B67A0B11F1","28BBD1704B67A0B11F1","28BBD1704B67A0B11F1"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,274.468597,263.713196,85.811668,308.271027,263.452301,85.485626,340.567474,264.700775,87.249329,266.322815,216.028061,85.383545,332.959564,213.678726,85.945580,349.487213,216.434204,86.703522,282.433197,213.921371,85.907944,277.712860,166.775742,85.151230,339.476776,166.984512,85.430046,,,,,,,,,,,,,,,,,,
1,0.005000,274.470947,263.714935,85.811470,308.287842,263.403137,85.479340,340.566711,264.701172,87.250252,266.343262,216.017700,85.423965,332.953674,213.685242,85.957085,349.488312,216.432251,86.700607,282.306824,213.889191,85.857292,277.700775,166.782440,85.154686,339.488220,166.985535,85.415291,,,,,,,,,,,,,,,,,,
2,0.010000,274.565979,263.846100,85.716423,308.261139,263.468384,85.497292,340.568268,264.697479,87.249245,266.320435,216.026199,85.382690,332.949036,213.708374,85.959152,349.485535,216.435913,86.707184,282.320496,214.045670,85.951759,277.704468,166.781204,85.161545,339.469513,166.991272,85.439911,,,,,,,,,,,,,,,,,,
3,0.015000,274.478973,263.739410,85.814987,308.263947,263.469910,85.508507,340.567780,264.697998,87.246193,266.341095,216.022446,85.427979,332.945007,213.722839,85.970047,349.489380,216.434738,86.703651,282.508759,213.698959,85.758232,277.709686,166.781479,85.159065,339.401581,166.998306,85.508400,,,,,,,,,,,,,,,,,,
4,0.020000,274.463806,263.714844,85.806953,308.262085,263.464874,85.499924,340.570312,264.703918,87.246460,266.355621,216.020035,85.427826,332.942169,213.725510,85.972946,349.491272,216.442001,86.708862,282.442047,213.683868,85.723946,277.709137,166.781631,85.156036,339.397797,167.012604,85.515816,,,,,,,,,,,,,,,,,,
5,0.025000,274.467133,263.712708,85.813499,308.284790,263.395477,85.469383,340.569153,264.698242,87.253029,266.353943,216.015274,85.419304,332.942657,213.713898,85.965858,349.486816,216.417633,86.697617,282.461243,213.674652,85.742569,277.703033,166.781769,85.154015,339.403015,167.002029,85.506119,,,,,,,,,,,,,,,,,,
