,Type,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Unlabeled 1126,Unlabeled 1126,Unlabeled 1126,Unlabeled 1127,Unlabeled 1127,Unlabeled 1127,Unlabeled 1128,Unlabeled 1128,Unlabeled 1128,Unlabeled 1129,Unlabeled 1129,Unlabeled 1129,Unlabeled 1130,Unlabeled 1130,Unlabeled 1130,Unlabeled 1131,Unlabeled 1131,Unlabeled 1131,Unlabeled 1132,Unlabeled 1132,Unlabeled 1132,Unlabeled 1133,Unlabeled 1133,Unlabeled 1133,Unlabeled 1134,Unlabeled 1134,Unlabeled 1134,Unlabeled 1135,Unlabeled 1135,Unlabeled 1135,Unlabeled 1136,Unlabeled 1136,Unlabeled 1136
,ID,"1C4CCB1897AA411F1","1C4CCB1897AA411F1","1C4CCB1897AA411F1","2C4CCB1897AA411F1","2C4CCB1897AA411F1","2C4CCB1897AA411F1","8C4CCB1897AA411F1","8C4CCB1897AA411F1","8C4CCB1897AA411F1","118C4CCB1897AA411F1","118C4CCB1897AA411F1","118C4CCB1897AA411F1","119C4CCB1897AA411F1","119C4CCB1897AA411F1","119C4CCB1897AA411F1","11AC4CCB1897AA411F1","11AC4CCB1897AA411F1","11AC4CCB1897AA411F1","11FC4CCB1897AA411F1","11FC4CCB1897AA411F1","11FC4CCB1897AA411F1","122C4CCB1897AA411F1","122C4CCB1897AA411F1","122C4CCB1897AA411F1","18CC4CCB1897AA411F1","18CC4CCB1897AA411F1","18CC4CCB1897AA411F1","1A8C4CCB1897AA411F1","1A8C4CCB1897AA411F1","1A8C4CCB1897AA411F1","1A9C4CCB1897AA411F1","1A9C4CCB1897AA411F1","1A9C4CCB1897AA411F1"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
12,0.060000,257.721100,258.347382,85.247467,323.125916,258.363251,85.618599,290.369873,258.277344,85.762611,250.284470,209.780975,85.052826,264.974518,181.450775,84.791061,266.888794,208.572372,85.604774,329.999512,209.066406,86.626205,314.782318,208.695953,85.778625,316.015503,181.144928,85.319405,,,,,,
13,0.065000,257.399445,258.460693,85.351425,322.954041,258.342377,85.796799,290.369629,258.272186,85.763016,250.376053,209.750259,85.178200,264.982788,181.448227,84.785683,266.888306,208.574570,85.604836,330.000336,209.081940,86.640671,314.802032,208.723206,85.774780,316.006165,181.156662,85.316414,,,,,,
14,0.070000,257.708893,258.341217,85.255989,323.108734,258.379395,85.663582,290.365143,258.275574,85.767273,250.281006,209.789413,85.042946,264.976471,181.452484,84.788872,266.886932,208.573364,85.605492,330.002228,209.091141,86.642456,314.793213,208.696716,85.777428,316.018097,181.150208,85.318871,,,,,,
15,0.075000,257.611572,258.470612,85.392471,322.956024,258.352875,85.817253,290.367310,258.279785,85.764290,250.272537,209.791168,85.052063,264.974701,181.449219,84.788612,266.890594,208.577530,85.600861,330.009033,209.085617,86.639397,314.788910,208.697250,85.777725,315.988708,181.162827,85.336937,,,,,,
16,0.080000,257.727020,258.361572,85.254341,323.012817,258.338593,86.000359,290.367767,258.281067,85.763222,250.268723,209.794739,85.053322,265.027496,181.280548,84.698662,266.892426,208.575165,85.602531,330.001953,209.078049,86.639290,314.789490,208.696121,85.778183,316.025299,181.156418,85.313431,,,,,,
17,0.085000,257.606873,258.472076,85.400230,323.106842,258.398926,85.719841,290.372833,258.277557,85.757347,250.388885,209.757523,85.180412,265.033081,181.237213,84.689644,266.893402,208.571472,85.603287,330.005920,209.075851,86.634476,314.784973,208.691437,85.776917,316.008301,181.149017,85.317955,,,,,,
18,0.090000,257.721985,258.349640,85.256401,322.953461,258.350098,85.795792,290.372101,258.272583,85.755959,250.563797,209.904907,85.192558,265.059479,181.162796,84.638535,266.888733,208.576508,85.601372,330.005646,209.075302,86.639557,314.798462,208.648758,85.754257,315.990540,181.161652,85.319389,,,,,,
19,0.095000,257.399384,258.461945,85.361534,322.966888,258.359802,85.838753,290.378754,258.271393,85.761551,250.404922,209.926010,85.018143,264.992279,181.360519,84.770653,266.894928,208.571838,85.600395,330.006287,209.080765,86.636101,314.792297,208.697800,85.777328,316.034149,181.154724,85.312340,,,,,,
20,0.100000,257.561371,258.493225,85.425491,322.959045,258.360748,85.851418,290.372833,258.272675,85.757072,250.542343,209.900345,85.188293,264.979309,181.469543,84.791649,266.892242,208.565643,85.596893,330.002472,209.069946,86.630638,314.857117,208.393921,85.581917,316.008331,181.154434,85.330460,,,,,,
21,0.105000,257.385529,258.484497,85.383293,323.124146,258.375519,85.645889,290.369934,258.278412,85.766327,250.605728,209.922943,85.203072,264.968903,181.485443,84.792053,266.895111,208.567261,85.596855,330.000916,209.064789,86.633034,314.791595,208.689133,85.753937,315.982178,181.165039,85.334167,,,,,,
