Format Version,1.23,Take Name,C22_D_3,Take Notes,,Capture Frame Rate,200.000000,Export Frame Rate,200.000000,Capture Start Time,2026-07-10 09.46.26.784 AM,Capture Start Frame,226391,Total Frames in Take,4575,Total Exported Frames,4575,Rotation Type,XYZ,Length Units,Millimeters,Coordinate Space,Global

,Type,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Unlabeled 1051,Unlabeled 1051,Unlabeled 1051,Unlabeled 1052,Unlabeled 1052,Unlabeled 1052,Unlabeled 1053,Unlabeled 1053,Unlabeled 1053,Unlabeled 1054,Unlabeled 1054,Unlabeled 1054,Unlabeled 1055,Unlabeled 1055,Unlabeled 1055,Unlabeled 1056,Unlabeled 1056,Unlabeled 1056,Unlabeled 1057,Unlabeled 1057,Unlabeled 1057,Unlabeled 1058,Unlabeled 1058,Unlabeled 1058,Unlabeled 1059,Unlabeled 1059,Unlabeled 1059,Unlabeled 1060,Unlabeled 1060,Unlabeled 1060,Unlabeled 1061,Unlabeled 1061,Unlabeled 1061,Unlabeled 1062,Unlabeled 1062,Unlabeled 1062,Unlabeled 1063,Unlabeled 1063,Unlabeled 1063
,ID,"24731E0660A7C3911F1","24731E0660A7C3911F1","24731E0660A7C3911F1","24831E0660A7C3911F1","24831E0660A7C3911F1","24831E0660A7C3911F1","29631E0660A7C3911F1","29631E0660A7C3911F1","29631E0660A7C3911F1","29931E0660A7C3911F1","29931E0660A7C3911F1","29931E0660A7C3911F1","29A31E0660A7C3911F1","29A31E0660A7C3911F1","29A31E0660A7C3911F1","2A031E0660A7C3911F1","2A031E0660A7C3911F1","2A031E0660A7C3911F1","2A831E0660A7C3911F1","2A831E0660A7C3911F1","2A831E0660A7C3911F1","2DE31E0660A7C3911F1","2DE31E0660A7C3911F1","2DE31E0660A7C3911F1","31231E0660A7C3911F1","31231E0660A7C3911F1","31231E0660A7C3911F1","31531E0660A7C3911F1","31531E0660A7C3911F1","31531E0660A7C3911F1","31631E0660A7C3911F1","31631E0660A7C3911F1","31631E0660A7C3911F1","31731E0660A7C3911F1","31731E0660A7C3911F1","31731E0660A7C3911F1","31831E0660A7C3911F1","31831E0660A7C3911F1","31831E0660A7C3911F1"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,255.277008,256.828949,84.870422,288.482422,259.129211,85.333832,268.192200,207.731354,84.583778,309.361969,208.388733,85.319252,321.119049,257.494263,86.023430,325.615662,209.549896,86.066940,252.695679,209.401993,84.876091,269.946716,171.399155,84.763878,1437.256836,-614.478271,-263.242432,310.381622,171.411255,85.402969,,,,,,,,,
1,0.005000,255.281128,256.820465,84.868965,288.482880,259.127838,85.335167,268.192200,207.740509,84.593788,309.369659,208.391418,85.317070,321.025330,257.561646,86.016541,325.615326,209.557053,86.068565,252.698898,209.400101,84.879410,269.898102,171.485992,84.754272,1437.255249,-614.459656,-263.245972,310.377625,171.415573,85.399620,,,,,,,,,
2,0.010000,255.278137,256.827667,84.874763,288.305573,259.172607,85.406036,268.170227,207.697617,84.502190,309.370850,208.393524,85.320625,321.019440,257.577454,86.021584,325.619751,209.543167,86.068146,252.698715,209.391327,84.878738,269.940674,171.403854,84.773819,1437.259644,-614.475464,-263.260712,310.367432,171.424179,85.405647,,,,,,,,,
3,0.015000,255.277695,256.824036,84.869881,288.479919,259.128906,85.342369,268.186218,207.732483,84.581627,309.369049,208.398270,85.319366,321.118561,257.505646,86.045700,325.619171,209.557831,86.073845,252.706711,209.419891,84.892021,269.941833,171.387619,84.771896,1437.274780,-614.494019,-263.261566,310.362061,171.431458,85.407433,,,,,,,,,
4,0.020000,255.276352,256.825043,84.868286,288.488098,259.130463,85.328041,268.168945,207.697708,84.505974,309.371002,208.395416,85.320259,321.022766,257.572296,86.031708,325.620117,209.549759,86.065575,252.701782,209.412628,84.882584,269.944153,171.387650,84.766861,1437.277954,-614.472717,-263.270111,310.364441,171.430984,85.407677,,,,,,,,,
5,0.025000,255.281357,256.825958,84.865646,288.300964,259.173309,85.405365,268.186432,207.727600,84.580612,309.367645,208.400070,85.320976,321.019684,257.584106,86.021767,325.619141,209.549057,86.068367,252.694702,209.399628,84.870712,269.944153,171.394974,84.764519,1437.280762,-614.479492,-263.275970,310.364349,171.427505,85.409378,,,,,,,,,
