time_s,arduino_ms,rx_ohm,delta_r,raw_line
0.0202413,81713,232.316,0.771,"DATA,81713,232.316,0.771"
0.1796894,81763,232.316,0.771,"DATA,81763,232.316,0.771"
0.1807621,81813,232.357,0.811,"DATA,81813,232.357,0.811"
0.1814657,81863,232.295,0.749,"DATA,81863,232.295,0.749"
0.2197027,81913,232.309,0.764,"DATA,81913,232.309,0.764"
0.2710894,81963,232.329,0.784,"DATA,81963,232.329,0.784"
0.3195857,82013,232.331,0.785,"DATA,82013,232.331,0.785"
0.3709412,82063,232.218,0.673,"DATA,82063,232.218,0.673"
0.4200368,82113,232.362,0.816,"DATA,82113,232.362,0.816"
0.4636176,82163,232.302,0.757,"DATA,82163,232.302,0.757"
0.5198635,82213,232.353,0.808,"DATA,82213,232.353,0.808"
0.5572284,82263,232.128,0.582,"DATA,82263,232.128,0.582"
0.6194737,82313,232.347,0.802,"DATA,82313,232.347,0.802"
0.6717204,82363,232.305,0.759,"DATA,82363,232.305,0.759"
0.7262276,82413,232.296,0.751,"DATA,82413,232.296,0.751"
0.7697292,82463,232.314,0.769,"DATA,82463,232.314,0.769"
0.8199029,82513,232.265,0.72,"DATA,82513,232.265,0.720"
0.8706037,82563,232.311,0.765,"DATA,82563,232.311,0.765"
0.9198726,82613,232.314,0.769,"DATA,82613,232.314,0.769"
0.9701306,82663,232.275,0.729,"DATA,82663,232.275,0.729"
1.0203628,82713,232.299,0.753,"DATA,82713,232.299,0.753"
1.0698787,82763,232.301,0.755,"DATA,82763,232.301,0.755"
1.1199625,82813,232.271,0.726,"DATA,82813,232.271,0.726"
1.1696372,82863,232.293,0.747,"DATA,82863,232.293,0.747"
1.22043,82913,232.308,0.763,"DATA,82913,232.308,0.763"
1.2773749,82963,232.284,0.739,"DATA,82963,232.284,0.739"
1.3205244,83013,232.316,0.771,"DATA,83013,232.316,0.771"
1.369628,83063,232.325,0.779,"DATA,83063,232.325,0.779"
1.4196454,83113,232.335,0.79,"DATA,83113,232.335,0.790"
1.4706776,83163,232.337,0.791,"DATA,83163,232.337,0.791"
1.5202156,83213,232.301,0.755,"DATA,83213,232.301,0.755"
1.5710802,83263,232.328,0.783,"DATA,83263,232.328,0.783"
1.6199496,83313,232.317,0.771,"DATA,83313,232.317,0.771"
1.6698541,83363,232.278,0.733,"DATA,83363,232.278,0.733"
1.719691,83413,232.25,0.705,"DATA,83413,232.250,0.705"
1.7697549,83463,232.314,0.768,"DATA,83463,232.314,0.768"
1.8245943,83513,232.316,0.771,"DATA,83513,232.316,0.771"
1.8695903,83563,232.33,0.784,"DATA,83563,232.330,0.784"
1.9198975,83613,232.138,0.592,"DATA,83613,232.138,0.592"
1.9700325,83663,232.301,0.756,"DATA,83663,232.301,0.756"
2.0204383,83713,232.291,0.745,"DATA,83713,232.291,0.745"
2.0698352,83763,232.283,0.737,"DATA,83763,232.283,0.737"
2.1201082,83813,232.241,0.695,"DATA,83813,232.241,0.695"
2.1618081,83863,232.315,0.77,"DATA,83863,232.315,0.770"
2.2098869,83913,232.29,0.745,"DATA,83913,232.290,0.745"
2.2707424,83963,232.323,0.777,"DATA,83963,232.323,0.777"
2.319578,84013,232.307,0.761,"DATA,84013,232.307,0.761"
2.3731838,84063,232.294,0.748,"DATA,84063,232.294,0.748"
2.4196392,84113,232.3,0.754,"DATA,84113,232.300,0.754"
2.4696958,84163,232.313,0.013,"DATA,84163,232.313,0.013"
2.5203153,84213,232.268,-0.032,"DATA,84213,232.268,-0.032"
2.5700276,84263,232.313,0.013,"DATA,84263,232.313,0.013"
2.6205848,84313,232.323,0.023,"DATA,84313,232.323,0.023"
2.6700747,84363,232.301,0.001,"DATA,84363,232.301,0.001"
2.7202052,84413,232.275,-0.024,"DATA,84413,232.275,-0.024"
2.771164,84463,232.32,0.021,"DATA,84463,232.320,0.021"
2.819768,84513,232.341,0.042,"DATA,84513,232.341,0.042"
