time_s,arduino_ms,rx_ohm,delta_r,raw_line
0.0004309,14363,236.749,0.519,"DATA,14363,236.749,0.519"
0.0360455,14413,236.81,0.579,"DATA,14413,236.810,0.579"
0.1592815,14463,236.654,0.424,"DATA,14463,236.654,0.424"
0.1610809,14513,236.636,0.406,"DATA,14513,236.636,0.406"
0.1883742,14563,236.599,0.368,"DATA,14563,236.599,0.368"
0.2372299,14613,236.576,0.346,"DATA,14613,236.576,0.346"
0.2741663,14663,236.554,0.323,"DATA,14663,236.554,0.323"
0.3370831,14713,236.599,0.368,"DATA,14713,236.599,0.368"
0.3873911,14763,236.512,0.281,"DATA,14763,236.512,0.281"
0.4370143,14813,236.544,0.313,"DATA,14813,236.544,0.313"
0.4900819,14863,236.534,0.303,"DATA,14863,236.534,0.303"
0.5371728,14913,236.508,0.277,"DATA,14913,236.508,0.277"
0.586636,14963,236.482,0.252,"DATA,14963,236.482,0.252"
0.6383015,15013,236.552,0.321,"DATA,15013,236.552,0.321"
0.6879828,15063,236.66,0.429,"DATA,15063,236.660,0.429"
0.7375919,15113,236.562,0.332,"DATA,15113,236.562,0.332"
0.7879918,15163,236.558,0.327,"DATA,15163,236.558,0.327"
0.8371714,15213,236.53,0.3,"DATA,15213,236.530,0.300"
0.8785257,15263,236.478,0.247,"DATA,15263,236.478,0.247"
0.936953,15313,236.405,0.175,"DATA,15313,236.405,0.175"
0.9880196,15363,236.511,0.281,"DATA,15363,236.511,0.281"
1.0268398,15413,236.509,0.279,"DATA,15413,236.509,0.279"
1.0883392,15463,236.501,0.27,"DATA,15463,236.501,0.270"
1.137845,15513,236.277,0.047,"DATA,15513,236.277,0.047"
1.188721,15563,236.466,0.235,"DATA,15563,236.466,0.235"
1.2374162,15613,236.476,0.246,"DATA,15613,236.476,0.246"
1.287345,15663,236.507,0.276,"DATA,15663,236.507,0.276"
1.3373733,15713,236.366,0.135,"DATA,15713,236.366,0.135"
1.3872847,15763,236.493,0.262,"DATA,15763,236.493,0.262"
1.4374266,15813,236.495,0.264,"DATA,15813,236.495,0.264"
1.4872015,15863,236.49,0.26,"DATA,15863,236.490,0.260"
1.540524,15913,236.496,0.265,"DATA,15913,236.496,0.265"
1.5871481,15963,236.449,0.218,"DATA,15963,236.449,0.218"
1.6371957,16013,236.48,0.249,"DATA,16013,236.480,0.249"
1.6868781,16063,236.468,0.237,"DATA,16063,236.468,0.237"
1.7385066,16113,236.453,0.222,"DATA,16113,236.453,0.222"
1.7878941,16163,236.438,0.208,"DATA,16163,236.438,0.208"
1.8380454,16213,236.422,0.192,"DATA,16213,236.422,0.192"
1.8879881,16263,236.442,0.211,"DATA,16263,236.442,0.211"
1.9372015,16313,236.428,0.197,"DATA,16313,236.428,0.197"
1.9879253,16363,236.453,0.222,"DATA,16363,236.453,0.222"
2.0384624,16413,236.463,0.233,"DATA,16413,236.463,0.233"
2.0878244,16463,236.42,0.189,"DATA,16463,236.420,0.189"
2.1389634,16513,236.436,0.016,"DATA,16513,236.436,0.016"
2.1872099,16563,236.458,0.038,"DATA,16563,236.458,0.038"
2.2416441,16613,236.409,-0.011,"DATA,16613,236.409,-0.011"
2.2872907,16663,236.393,-0.027,"DATA,16663,236.393,-0.027"
2.3378275,16713,236.413,-0.007,"DATA,16713,236.413,-0.007"
2.3869136,16763,236.383,-0.037,"DATA,16763,236.383,-0.037"
2.437803,16813,236.398,-0.022,"DATA,16813,236.398,-0.022"
2.487824,16863,236.232,-0.188,"DATA,16863,236.232,-0.188"
2.5374681,16913,236.379,-0.041,"DATA,16913,236.379,-0.041"
2.5870983,16963,236.461,0.041,"DATA,16963,236.461,0.041"
2.638233,17013,236.475,0.055,"DATA,17013,236.475,0.055"
2.6872299,17063,236.332,-0.088,"DATA,17063,236.332,-0.088"
2.7371963,17113,236.434,0.014,"DATA,17113,236.434,0.014"
2.7921615,17163,236.394,-0.026,"DATA,17163,236.394,-0.026"
2.8369396,17213,236.369,-0.051,"DATA,17213,236.369,-0.051"
2.8881012,17263,236.396,-0.024,"DATA,17263,236.396,-0.024"
2.9379904,17313,236.395,-0.025,"DATA,17313,236.395,-0.025"
2.9886452,17363,236.387,-0.033,"DATA,17363,236.387,-0.033"
3.0380348,17413,236.342,-0.078,"DATA,17413,236.342,-0.078"
3.0872474,17463,236.389,-0.031,"DATA,17463,236.389,-0.031"
3.1375267,17513,236.382,-0.038,"DATA,17513,236.382,-0.038"
3.1883981,17563,236.365,-0.055,"DATA,17563,236.365,-0.055"
3.2371502,17613,236.387,-0.033,"DATA,17613,236.387,-0.033"
3.2879698,17663,236.357,-0.062,"DATA,17663,236.357,-0.062"
3.336843,17713,236.385,-0.035,"DATA,17713,236.385,-0.035"
3.3879975,17763,236.36,-0.06,"DATA,17763,236.360,-0.060"
3.4370521,17813,236.353,-0.067,"DATA,17813,236.353,-0.067"
3.4880392,17863,236.368,-0.052,"DATA,17863,236.368,-0.052"
3.5373134,17913,236.358,-0.062,"DATA,17913,236.358,-0.062"
3.5879542,17963,236.359,-0.061,"DATA,17963,236.359,-0.061"
3.6374698,18013,236.298,-0.122,"DATA,18013,236.298,-0.122"
3.6875102,18063,236.313,-0.107,"DATA,18063,236.313,-0.107"
3.738115,18113,236.337,-0.083,"DATA,18113,236.337,-0.083"
3.7869721,18163,236.357,-0.062,"DATA,18163,236.357,-0.062"
3.8369704,18213,236.231,-0.188,"DATA,18213,236.231,-0.188"
3.8921379,18263,236.339,-0.081,"DATA,18263,236.339,-0.081"
3.937276,18313,236.312,-0.108,"DATA,18313,236.312,-0.108"
3.9871986,18363,236.347,-0.073,"DATA,18363,236.347,-0.073"
4.0367907,18413,236.169,-0.251,"DATA,18413,236.169,-0.251"
4.0880614,18463,236.317,-0.103,"DATA,18463,236.317,-0.103"
4.137217,18513,236.344,-0.076,"DATA,18513,236.344,-0.076"
4.1874616,18563,236.332,-0.088,"DATA,18563,236.332,-0.088"
4.2375356,18613,236.277,-0.142,"DATA,18613,236.277,-0.142"
4.2872418,18663,236.351,-0.069,"DATA,18663,236.351,-0.069"
4.3371997,18713,236.33,-0.089,"DATA,18713,236.330,-0.089"
4.3873393,18763,236.334,-0.086,"DATA,18763,236.334,-0.086"
4.4414422,18813,236.325,-0.095,"DATA,18813,236.325,-0.095"
4.4879297,18863,236.37,-0.05,"DATA,18863,236.370,-0.050"
4.5379171,18913,236.679,0.259,"DATA,18913,236.679,0.259"
4.5870884,18963,236.557,0.137,"DATA,18963,236.557,0.137"
4.6370738,19013,236.44,0.02,"DATA,19013,236.440,0.020"
4.6817505,19063,236.429,0.009,"DATA,19063,236.429,0.009"
4.738279,19113,236.479,0.059,"DATA,19113,236.479,0.059"
4.787535,19163,236.381,-0.039,"DATA,19163,236.381,-0.039"
4.8381709,19213,236.384,-0.036,"DATA,19213,236.384,-0.036"
4.8871437,19263,236.604,0.184,"DATA,19263,236.604,0.184"
4.937337,19313,236.788,0.368,"DATA,19313,236.788,0.368"
4.9916018,19363,236.702,0.282,"DATA,19363,236.702,0.282"
5.0373388,19413,236.969,0.549,"DATA,19413,236.969,0.549"
5.0875315,19463,236.984,0.564,"DATA,19463,236.984,0.564"
5.1381029,19513,236.861,0.441,"DATA,19513,236.861,0.441"
5.1872881,19563,236.931,0.511,"DATA,19563,236.931,0.511"
5.2379202,19613,236.936,0.516,"DATA,19613,236.936,0.516"
5.2874533,19663,236.93,0.51,"DATA,19663,236.930,0.510"
5.3374309,19713,236.903,0.483,"DATA,19713,236.903,0.483"
5.3891363,19763,236.612,0.192,"DATA,19763,236.612,0.192"
5.4303538,19813,236.935,0.515,"DATA,19813,236.935,0.515"
5.4873739,19863,236.809,0.389,"DATA,19863,236.809,0.389"
5.5423972,19913,236.923,0.503,"DATA,19913,236.923,0.503"
5.5890428,19963,236.654,0.234,"DATA,19963,236.654,0.234"
5.6381407,20013,236.784,0.364,"DATA,20013,236.784,0.364"
5.6879394,20063,236.828,0.408,"DATA,20063,236.828,0.408"
5.7383132,20113,236.857,0.437,"DATA,20113,236.857,0.437"
5.7881212,20163,236.764,0.344,"DATA,20163,236.764,0.344"
5.837251,20213,236.893,0.473,"DATA,20213,236.893,0.473"
5.8874432,20263,236.838,0.418,"DATA,20263,236.838,0.418"
5.9372394,20313,236.992,0.573,"DATA,20313,236.992,0.573"
5.988281,20363,236.895,0.475,"DATA,20363,236.895,0.475"
6.0384453,20413,236.929,0.509,"DATA,20413,236.929,0.509"
6.0932299,20463,237.032,0.612,"DATA,20463,237.032,0.612"
6.137046,20513,237.085,0.665,"DATA,20513,237.085,0.665"
6.187114,20563,237.332,0.912,"DATA,20563,237.332,0.912"
6.2380637,20613,237.432,1.012,"DATA,20613,237.432,1.012"
6.28839,20663,237.428,1.008,"DATA,20663,237.428,1.008"
6.338257,20713,237.628,1.208,"DATA,20713,237.628,1.208"
6.3806918,20763,237.51,1.09,"DATA,20763,237.510,1.090"
6.4373161,20813,237.447,1.027,"DATA,20813,237.447,1.027"
6.4875095,20863,237.533,1.113,"DATA,20863,237.533,1.113"
6.538672,20913,237.509,1.089,"DATA,20913,237.509,1.089"
6.5921494,20963,237.727,1.307,"DATA,20963,237.727,1.307"
6.6370798,21013,237.835,1.415,"DATA,21013,237.835,1.415"
6.6880746,21063,237.709,1.29,"DATA,21063,237.709,1.290"
6.7390293,21113,237.668,1.248,"DATA,21113,237.668,1.248"
6.7893298,21163,237.782,1.362,"DATA,21163,237.782,1.362"
6.8379599,21213,237.731,1.311,"DATA,21213,237.731,1.311"
6.8875193,21263,237.693,1.273,"DATA,21263,237.693,1.273"
6.9389067,21313,237.666,1.246,"DATA,21313,237.666,1.246"
6.9880664,21363,237.838,1.418,"DATA,21363,237.838,1.418"
7.037511,21413,237.054,0.634,"DATA,21413,237.054,0.634"
7.0888702,21463,237.034,0.614,"DATA,21463,237.034,0.614"
7.1441515,21513,237.005,0.585,"DATA,21513,237.005,0.585"
7.1871385,21563,236.916,0.496,"DATA,21563,236.916,0.496"
7.2370343,21613,236.783,0.363,"DATA,21613,236.783,0.363"
7.2880611,21663,236.64,0.22,"DATA,21663,236.640,0.220"
7.3371735,21713,236.602,0.182,"DATA,21713,236.602,0.182"
7.3875222,21763,236.971,0.551,"DATA,21763,236.971,0.551"
7.4383441,21813,237.152,0.732,"DATA,21813,237.152,0.732"
7.4872664,21863,237.603,1.184,"DATA,21863,237.603,1.184"
7.5375554,21913,236.948,0.528,"DATA,21913,236.948,0.528"
7.5889099,21963,236.965,0.545,"DATA,21963,236.965,0.545"
7.6382819,22013,237.266,0.846,"DATA,22013,237.266,0.846"
7.6874556,22063,236.911,0.491,"DATA,22063,236.911,0.491"
7.7372423,22113,237.161,0.741,"DATA,22113,237.161,0.741"
7.7874771,22163,237.543,1.123,"DATA,22163,237.543,1.123"
7.8380732,22213,237.574,1.154,"DATA,22213,237.574,1.154"
7.8873961,22263,237.548,1.128,"DATA,22263,237.548,1.128"
