time_s,arduino_ms,rx_ohm,delta_r,raw_line
0.0004364,426963,234.65,1.793,"DATA,426963,234.650,1.793"
0.0376325,427013,234.604,1.748,"DATA,427013,234.604,1.748"
0.2001518,427063,234.46,1.603,"DATA,427063,234.460,1.603"
0.2011881,427113,234.593,1.737,"DATA,427113,234.593,1.737"
0.2021453,427163,234.556,1.7,"DATA,427163,234.556,1.700"
0.2365848,427213,234.548,1.692,"DATA,427213,234.548,1.692"
0.2891342,427263,234.497,1.641,"DATA,427263,234.497,1.641"
0.3389723,427313,234.643,1.786,"DATA,427313,234.643,1.786"
0.3878069,427363,234.682,1.825,"DATA,427363,234.682,1.825"
0.4368375,427413,234.996,2.14,"DATA,427413,234.996,2.140"
0.4869004,427463,234.881,2.025,"DATA,427463,234.881,2.025"
0.5326188,427513,234.861,2.005,"DATA,427513,234.861,2.005"
0.5865672,427563,234.853,1.997,"DATA,427563,234.853,1.997"
0.6414692,427613,234.8,1.944,"DATA,427613,234.800,1.944"
0.6872384,427663,234.812,1.956,"DATA,427663,234.812,1.956"
0.7363998,427713,234.755,1.899,"DATA,427713,234.755,1.899"
0.7863578,427763,234.73,1.874,"DATA,427763,234.730,1.874"
0.8375726,427813,234.717,1.861,"DATA,427813,234.717,1.861"
0.8868467,427863,234.702,1.845,"DATA,427863,234.702,1.845"
0.9388904,427913,234.706,1.85,"DATA,427913,234.706,1.850"
0.9869095,427963,234.708,1.851,"DATA,427963,234.708,1.851"
1.0365302,428013,234.683,1.827,"DATA,428013,234.683,1.827"
1.0863672,428063,234.679,1.823,"DATA,428063,234.679,1.823"
1.1408589,428113,234.693,1.837,"DATA,428113,234.693,1.837"
1.1864675,428163,234.715,1.858,"DATA,428163,234.715,1.858"
1.2373066,428213,234.627,1.771,"DATA,428213,234.627,1.771"
1.2875404,428263,234.658,1.802,"DATA,428263,234.658,1.802"
1.3373616,428313,234.639,1.783,"DATA,428313,234.639,1.783"
1.3864529,428363,234.674,1.818,"DATA,428363,234.674,1.818"
1.4368709,428413,234.454,1.597,"DATA,428413,234.454,1.597"
1.4871537,428463,234.664,1.808,"DATA,428463,234.664,1.808"
1.5366648,428513,234.63,1.774,"DATA,428513,234.630,1.774"
1.5853986,428563,234.641,1.785,"DATA,428563,234.641,1.785"
1.6369879,428613,234.513,1.657,"DATA,428613,234.513,1.657"
1.6924834,428663,234.607,1.751,"DATA,428663,234.607,1.751"
1.7369584,428713,234.588,1.732,"DATA,428713,234.588,1.732"
1.7870775,428763,234.655,1.799,"DATA,428763,234.655,1.799"
1.8381545,428813,234.621,1.765,"DATA,428813,234.621,1.765"
1.8863414,428863,234.585,1.728,"DATA,428863,234.585,1.728"
1.9375342,428913,234.593,1.737,"DATA,428913,234.593,1.737"
