time_s,arduino_ms,rx_ohm,delta_r,raw_line
0.0004365,656663,235.236,-0.045,"DATA,656663,235.236,-0.045"
0.0381554,656713,235.171,-0.11,"DATA,656713,235.171,-0.110"
0.1669933,656763,235.154,-0.127,"DATA,656763,235.154,-0.127"
0.1691176,656813,235.209,-0.072,"DATA,656813,235.209,-0.072"
0.1794591,656863,235.164,-0.117,"DATA,656863,235.164,-0.117"
0.2366899,656913,235.17,-0.111,"DATA,656913,235.170,-0.111"
0.2890117,656963,235.008,-0.273,"DATA,656963,235.008,-0.273"
0.3368633,657013,235.166,-0.115,"DATA,657013,235.166,-0.115"
0.3893149,657063,235.167,-0.114,"DATA,657063,235.167,-0.114"
0.437263,657113,235.145,-0.136,"DATA,657113,235.145,-0.136"
0.4871153,657163,234.994,-0.287,"DATA,657163,234.994,-0.287"
0.5384663,657213,235.172,-0.109,"DATA,657213,235.172,-0.109"
0.5866983,657263,235.148,-0.133,"DATA,657263,235.148,-0.133"
0.6374912,657313,235.147,-0.134,"DATA,657313,235.147,-0.134"
0.6873747,657363,235.097,-0.184,"DATA,657363,235.097,-0.184"
0.7376937,657413,235.108,-0.173,"DATA,657413,235.108,-0.173"
0.7869528,657463,235.151,-0.13,"DATA,657463,235.151,-0.130"
0.8376383,657513,235.114,-0.167,"DATA,657513,235.114,-0.167"
0.8887233,657563,235.085,-0.196,"DATA,657563,235.085,-0.196"
0.9381223,657613,235.124,-0.157,"DATA,657613,235.124,-0.157"
0.9866944,657663,235.114,-0.167,"DATA,657663,235.114,-0.167"
1.0374015,657713,235.137,-0.144,"DATA,657713,235.137,-0.144"
1.0875827,657763,235.106,-0.175,"DATA,657763,235.106,-0.175"
1.138364,657813,235.121,-0.16,"DATA,657813,235.121,-0.160"
1.187665,657863,235.071,-0.21,"DATA,657863,235.071,-0.210"
1.2376674,657913,235.067,-0.214,"DATA,657913,235.067,-0.214"
1.2868935,657963,235.062,-0.219,"DATA,657963,235.062,-0.219"
1.3376681,658013,235.068,-0.213,"DATA,658013,235.068,-0.213"
1.3867482,658063,235.089,-0.192,"DATA,658063,235.089,-0.192"
1.4380966,658113,235.066,-0.215,"DATA,658113,235.066,-0.215"
1.4874962,658163,234.988,-0.293,"DATA,658163,234.988,-0.293"
1.5418309,658213,235.069,-0.212,"DATA,658213,235.069,-0.212"
1.5868221,658263,235.09,-0.191,"DATA,658263,235.090,-0.191"
1.6376234,658313,234.958,-0.323,"DATA,658313,234.958,-0.323"
1.6868293,658363,235.089,-0.192,"DATA,658363,235.089,-0.192"
1.7378928,658413,235.08,-0.201,"DATA,658413,235.080,-0.201"
1.7875243,658463,235.07,-0.211,"DATA,658463,235.070,-0.211"
1.837126,658513,234.894,-0.387,"DATA,658513,234.894,-0.387"
1.8868906,658563,235.08,-0.201,"DATA,658563,235.080,-0.201"
1.9369598,658613,235.043,-0.238,"DATA,658613,235.043,-0.238"
1.9865448,658663,235.086,-0.195,"DATA,658663,235.086,-0.195"
2.0388617,658713,234.997,-0.284,"DATA,658713,234.997,-0.284"
2.0874722,658763,235.07,-0.211,"DATA,658763,235.070,-0.211"
2.1384349,658813,235.067,-0.214,"DATA,658813,235.067,-0.214"
2.1876735,658863,235.062,-0.219,"DATA,658863,235.062,-0.219"
