time_s,arduino_ms,rx_ohm,delta_r,raw_line
0.0004319,388213,232.973,0.532,"DATA,388213,232.973,0.532"
0.0453109,388263,232.956,0.515,"DATA,388263,232.956,0.515"
0.1748822,388313,232.96,0.519,"DATA,388313,232.960,0.519"
0.1759324,388363,232.972,0.532,"DATA,388363,232.972,0.532"
0.1940851,388413,232.938,0.497,"DATA,388413,232.938,0.497"
0.2457444,388463,232.902,0.461,"DATA,388463,232.902,0.461"
0.2964399,388513,232.996,0.555,"DATA,388513,232.996,0.555"
0.3455223,388563,232.938,0.498,"DATA,388563,232.938,0.498"
0.3962912,388613,232.97,0.529,"DATA,388613,232.970,0.529"
0.4444324,388663,232.974,0.533,"DATA,388663,232.974,0.533"
0.4950343,388713,232.919,0.479,"DATA,388713,232.919,0.479"
0.5443097,388763,232.888,0.447,"DATA,388763,232.888,0.447"
0.5941821,388813,232.854,0.413,"DATA,388813,232.854,0.413"
0.6453471,388863,232.946,0.506,"DATA,388863,232.946,0.506"
0.6951234,388913,232.952,0.512,"DATA,388913,232.952,0.512"
0.7451858,388963,232.939,0.499,"DATA,388963,232.939,0.499"
0.7943947,389013,232.777,0.336,"DATA,389013,232.777,0.336"
0.8457789,389063,232.91,0.469,"DATA,389063,232.910,0.469"
0.8972603,389113,232.916,0.475,"DATA,389113,232.916,0.475"
0.945701,389163,232.894,0.454,"DATA,389163,232.894,0.454"
0.9939952,389213,232.87,0.429,"DATA,389213,232.870,0.429"
1.044959,389263,232.903,0.462,"DATA,389263,232.903,0.462"
1.0950679,389313,232.934,0.493,"DATA,389313,232.934,0.493"
1.1441171,389363,232.917,0.476,"DATA,389363,232.917,0.476"
1.194285,389413,232.913,0.473,"DATA,389413,232.913,0.473"
1.2444379,389463,232.941,0.5,"DATA,389463,232.941,0.500"
1.2943347,389513,232.92,0.48,"DATA,389513,232.920,0.480"
1.3455523,389563,232.951,0.511,"DATA,389563,232.951,0.511"
1.394197,389613,232.905,0.464,"DATA,389613,232.905,0.464"
1.4468867,389663,232.874,0.434,"DATA,389663,232.874,0.434"
1.4939887,389713,232.889,0.448,"DATA,389713,232.889,0.448"
1.5441017,389763,232.908,0.467,"DATA,389763,232.908,0.467"
1.5949731,389813,232.866,0.425,"DATA,389813,232.866,0.425"
1.644231,389863,232.881,0.441,"DATA,389863,232.881,0.441"
1.695172,389913,232.882,0.441,"DATA,389913,232.882,0.441"
1.7460922,389963,232.881,0.441,"DATA,389963,232.881,0.441"
1.7944718,390013,232.839,0.398,"DATA,390013,232.839,0.398"
1.8440544,390063,232.875,0.434,"DATA,390063,232.875,0.434"
1.8967944,390113,232.897,0.456,"DATA,390113,232.897,0.456"
1.9444367,390163,232.824,0.383,"DATA,390163,232.824,0.383"
1.9966012,390213,232.9,0.46,"DATA,390213,232.900,0.460"
2.0450168,390263,232.897,0.456,"DATA,390263,232.897,0.456"
2.0941647,390313,232.896,0.455,"DATA,390313,232.896,0.455"
2.1441544,390363,232.655,0.214,"DATA,390363,232.655,0.214"
2.1949841,390413,232.898,0.457,"DATA,390413,232.898,0.457"
2.2438512,390463,232.906,0.465,"DATA,390463,232.906,0.465"
2.2943929,390513,232.877,0.436,"DATA,390513,232.877,0.436"
2.3445251,390563,232.799,0.358,"DATA,390563,232.799,0.358"
2.3942457,390613,232.877,0.436,"DATA,390613,232.877,0.436"
2.4443939,390663,232.868,0.428,"DATA,390663,232.868,0.428"
2.4942117,390713,232.86,0.419,"DATA,390713,232.860,0.419"
2.5450565,390763,232.876,0.435,"DATA,390763,232.876,0.435"
2.5997589,390813,232.83,0.39,"DATA,390813,232.830,0.390"
2.6441177,390863,232.835,0.394,"DATA,390863,232.835,0.394"
2.6956225,390913,232.846,0.405,"DATA,390913,232.846,0.405"
2.74404,390963,232.87,0.429,"DATA,390963,232.870,0.429"
2.7945471,391013,232.829,0.389,"DATA,391013,232.829,0.389"
2.8450735,391063,232.856,0.416,"DATA,391063,232.856,0.416"
2.8944581,391113,232.874,0.018,"DATA,391113,232.874,0.018"
2.9444771,391163,232.88,0.023,"DATA,391163,232.880,0.023"
2.9942538,391213,232.848,-0.009,"DATA,391213,232.848,-0.009"
3.044322,391263,232.832,-0.024,"DATA,391263,232.832,-0.024"
3.0963424,391313,232.888,0.032,"DATA,391313,232.888,0.032"
3.1497883,391363,232.866,0.009,"DATA,391363,232.866,0.009"
3.1950212,391413,232.816,-0.041,"DATA,391413,232.816,-0.041"
3.2439428,391463,232.873,0.016,"DATA,391463,232.873,0.016"
3.294127,391513,232.79,-0.067,"DATA,391513,232.790,-0.067"
3.344974,391563,232.842,-0.015,"DATA,391563,232.842,-0.015"
3.3944177,391613,232.863,0.007,"DATA,391613,232.863,0.007"
3.4445753,391663,232.874,0.018,"DATA,391663,232.874,0.018"
3.4944229,391713,232.747,-0.109,"DATA,391713,232.747,-0.109"
3.544251,391763,232.846,-0.01,"DATA,391763,232.846,-0.010"
3.5942373,391813,232.881,0.025,"DATA,391813,232.881,0.025"
3.6439924,391863,232.867,0.01,"DATA,391863,232.867,0.010"
3.6982686,391913,232.735,-0.121,"DATA,391913,232.735,-0.121"
3.7443698,391963,232.851,-0.005,"DATA,391963,232.851,-0.005"
3.7941105,392013,232.861,0.005,"DATA,392013,232.861,0.005"
3.8442021,392063,232.86,0.003,"DATA,392063,232.860,0.003"
3.8951525,392113,232.824,-0.032,"DATA,392113,232.824,-0.032"
3.9444879,392163,232.826,-0.03,"DATA,392163,232.826,-0.030"
3.995173,392213,232.866,0.009,"DATA,392213,232.866,0.009"
4.0445138,392263,232.834,-0.023,"DATA,392263,232.834,-0.023"
4.0944363,392313,232.827,-0.03,"DATA,392313,232.827,-0.030"
4.1454455,392363,232.818,-0.038,"DATA,392363,232.818,-0.038"
4.1959034,392413,232.831,-0.025,"DATA,392413,232.831,-0.025"
4.2481561,392463,232.849,-0.007,"DATA,392463,232.849,-0.007"
4.2958776,392513,232.852,-0.004,"DATA,392513,232.852,-0.004"
4.3607895,392563,232.802,-0.055,"DATA,392563,232.802,-0.055"
4.4109285,392613,232.831,-0.025,"DATA,392613,232.831,-0.025"
4.4449456,392663,232.842,-0.015,"DATA,392663,232.842,-0.015"
4.4955501,392713,232.804,-0.052,"DATA,392713,232.804,-0.052"
4.5450712,392763,232.826,-0.03,"DATA,392763,232.826,-0.030"
4.5952915,392813,232.825,-0.031,"DATA,392813,232.825,-0.031"
4.6464391,392863,232.82,-0.036,"DATA,392863,232.820,-0.036"
4.6959863,392913,232.821,-0.036,"DATA,392913,232.821,-0.036"
4.7610424,392963,232.806,-0.05,"DATA,392963,232.806,-0.050"
4.7960841,393013,232.848,-0.009,"DATA,393013,232.848,-0.009"
4.8471768,393063,232.721,-0.135,"DATA,393063,232.721,-0.135"
4.9015755,393113,232.835,-0.022,"DATA,393113,232.835,-0.022"
4.9456671,393163,232.82,-0.036,"DATA,393163,232.820,-0.036"
4.9961299,393213,232.829,-0.028,"DATA,393213,232.829,-0.028"
5.0459581,393263,232.673,-0.184,"DATA,393263,232.673,-0.184"
5.0968779,393313,232.815,-0.042,"DATA,393313,232.815,-0.042"
5.1463268,393363,232.832,-0.024,"DATA,393363,232.832,-0.024"
5.1960214,393413,232.858,0.002,"DATA,393413,232.858,0.002"
5.2454945,393463,232.789,-0.068,"DATA,393463,232.789,-0.068"
5.2955897,393513,232.826,-0.03,"DATA,393513,232.826,-0.030"
5.3470383,393563,233,0.144,"DATA,393563,233.000,0.144"
5.4118757,393613,233.204,0.348,"DATA,393613,233.204,0.348"
5.4451409,393663,233.164,0.307,"DATA,393663,233.164,0.307"
5.4958191,393713,233.029,0.173,"DATA,393713,233.029,0.173"
5.5607899,393763,232.986,0.13,"DATA,393763,232.986,0.130"
