time_s,arduino_ms,rx_ohm,delta_r,raw_line
0.0003974,122763,235.736,-0.568,"DATA,122763,235.736,-0.568"
0.0382087,122813,235.695,-0.609,"DATA,122813,235.695,-0.609"
0.2507599,122863,235.701,-0.602,"DATA,122863,235.701,-0.602"
0.2517349,122913,235.677,-0.627,"DATA,122913,235.677,-0.627"
0.2528229,122963,235.692,-0.611,"DATA,122963,235.692,-0.611"
0.2538721,123013,235.676,-0.628,"DATA,123013,235.676,-0.628"
0.2890062,123063,235.642,-0.662,"DATA,123063,235.642,-0.662"
0.3370294,123113,235.684,-0.619,"DATA,123113,235.684,-0.619"
0.3871673,123163,235.647,-0.656,"DATA,123163,235.647,-0.656"
0.4382532,123213,235.683,-0.621,"DATA,123213,235.683,-0.621"
0.4874842,123263,235.677,-0.627,"DATA,123263,235.677,-0.627"
0.5380319,123313,235.685,-0.618,"DATA,123313,235.685,-0.618"
0.588137,123363,235.659,-0.644,"DATA,123363,235.659,-0.644"
0.6370115,123413,235.671,-0.633,"DATA,123413,235.671,-0.633"
0.6919732,123463,235.645,-0.659,"DATA,123463,235.645,-0.659"
0.7378517,123513,235.613,-0.69,"DATA,123513,235.613,-0.690"
0.7879157,123563,235.537,-0.767,"DATA,123563,235.537,-0.767"
0.8379165,123613,235.662,-0.642,"DATA,123613,235.662,-0.642"
0.8868413,123663,235.639,-0.664,"DATA,123663,235.639,-0.664"
0.9382977,123713,235.656,-0.648,"DATA,123713,235.656,-0.648"
0.9873841,123763,235.453,-0.851,"DATA,123763,235.453,-0.851"
1.0371179,123813,235.655,-0.649,"DATA,123813,235.655,-0.649"
1.0817141,123863,235.651,-0.653,"DATA,123863,235.651,-0.653"
1.1346774,123913,235.628,-0.675,"DATA,123913,235.628,-0.675"
1.1887218,123963,235.559,-0.745,"DATA,123963,235.559,-0.745"
1.243218,124013,235.605,-0.699,"DATA,124013,235.605,-0.699"
1.2879187,124063,235.633,-0.67,"DATA,124063,235.633,-0.670"
1.3372228,124113,235.594,-0.709,"DATA,124113,235.594,-0.709"
1.3880112,124163,235.563,-0.741,"DATA,124163,235.563,-0.741"
1.4373683,124213,235.597,-0.707,"DATA,124213,235.597,-0.707"
1.4872053,124263,235.638,-0.665,"DATA,124263,235.638,-0.665"
1.5373069,124313,235.596,-0.707,"DATA,124313,235.596,-0.707"
1.5876702,124363,235.701,-0.602,"DATA,124363,235.701,-0.602"
1.6371842,124413,235.705,-0.598,"DATA,124413,235.705,-0.598"
1.6870115,124463,235.662,-0.642,"DATA,124463,235.662,-0.642"
1.737387,124513,235.642,-0.662,"DATA,124513,235.642,-0.662"
1.7919497,124563,235.65,-0.654,"DATA,124563,235.650,-0.654"
1.8372146,124613,235.632,-0.671,"DATA,124613,235.632,-0.671"
1.8870807,124663,235.625,-0.678,"DATA,124663,235.625,-0.678"
1.9389695,124713,235.628,-0.675,"DATA,124713,235.628,-0.675"
1.9871379,124763,235.622,-0.681,"DATA,124763,235.622,-0.681"
2.0382444,124813,235.636,-0.668,"DATA,124813,235.636,-0.668"
2.0881771,124863,235.607,-0.696,"DATA,124863,235.607,-0.696"
2.13741,124913,235.545,-0.759,"DATA,124913,235.545,-0.759"
2.1889748,124963,235.667,-0.636,"DATA,124963,235.667,-0.636"
2.2370396,125013,235.658,-0.645,"DATA,125013,235.658,-0.645"
2.2874849,125063,235.61,-0.694,"DATA,125063,235.610,-0.694"
2.3428979,125113,235.423,-0.88,"DATA,125113,235.423,-0.880"
2.3881591,125163,235.632,-0.671,"DATA,125163,235.632,-0.671"
2.4378689,125213,235.618,-0.686,"DATA,125213,235.618,-0.686"
2.4879103,125263,235.638,-0.666,"DATA,125263,235.638,-0.666"
2.5369042,125313,235.526,-0.777,"DATA,125313,235.526,-0.777"
2.5873646,125363,235.643,-0.661,"DATA,125363,235.643,-0.661"
2.6383237,125413,235.665,0.023,"DATA,125413,235.665,0.023"
2.6874283,125463,235.586,-0.057,"DATA,125463,235.586,-0.057"
2.7376139,125513,235.534,-0.108,"DATA,125513,235.534,-0.108"
2.7872605,125563,235.581,-0.062,"DATA,125563,235.581,-0.062"
2.8395918,125613,235.573,-0.069,"DATA,125613,235.573,-0.069"
2.8870409,125663,235.576,-0.067,"DATA,125663,235.576,-0.067"
2.9379557,125713,235.566,-0.077,"DATA,125713,235.566,-0.077"
2.9871498,125763,235.573,-0.07,"DATA,125763,235.573,-0.070"
3.0372541,125813,235.572,-0.071,"DATA,125813,235.572,-0.071"
3.0882237,125863,235.544,-0.099,"DATA,125863,235.544,-0.099"
3.138187,125913,235.548,-0.095,"DATA,125913,235.548,-0.095"
3.1882676,125963,235.514,-0.129,"DATA,125963,235.514,-0.129"
3.2379387,126013,235.543,-0.1,"DATA,126013,235.543,-0.100"
3.2874043,126063,235.524,-0.119,"DATA,126063,235.524,-0.119"
