time_s,arduino_ms,rx_ohm,delta_r,raw_line
0.0173892,216813,235.614,-0.352,"DATA,216813,235.614,-0.352"
0.0560736,216863,235.61,-0.356,"DATA,216863,235.610,-0.356"
0.1640054,216913,235.464,-0.502,"DATA,216913,235.464,-0.502"
0.1650574,216963,235.638,-0.328,"DATA,216963,235.638,-0.328"
0.1894955,217013,235.64,-0.326,"DATA,217013,235.640,-0.326"
0.2391068,217063,235.797,-0.168,"DATA,217063,235.797,-0.168"
0.3039768,217113,235.654,-0.312,"DATA,217113,235.654,-0.312"
0.3544113,217163,235.672,-0.294,"DATA,217163,235.672,-0.294"
0.4031212,217213,235.732,-0.234,"DATA,217213,235.732,-0.234"
0.4530156,217263,235.774,-0.192,"DATA,217263,235.774,-0.192"
0.4951061,217313,235.891,-0.075,"DATA,217313,235.891,-0.075"
0.5542288,217363,235.79,-0.175,"DATA,217363,235.790,-0.175"
0.6061886,217413,235.89,-0.076,"DATA,217413,235.890,-0.076"
0.6527588,217463,235.897,-0.069,"DATA,217463,235.897,-0.069"
0.7037754,217513,235.79,-0.176,"DATA,217513,235.790,-0.176"
0.752641,217563,235.788,-0.178,"DATA,217563,235.788,-0.178"
0.8027481,217613,235.757,-0.208,"DATA,217613,235.757,-0.208"
0.8527181,217663,235.667,-0.299,"DATA,217663,235.667,-0.299"
0.904154,217713,235.638,-0.327,"DATA,217713,235.638,-0.327"
0.9532744,217763,235.658,0.019,"DATA,217763,235.658,0.019"
1.003435,217813,235.684,0.045,"DATA,217813,235.684,0.045"
1.0529614,217863,235.633,-0.005,"DATA,217863,235.633,-0.005"
1.1035182,217913,235.61,-0.029,"DATA,217913,235.610,-0.029"
1.1564392,217963,235.599,-0.04,"DATA,217963,235.599,-0.040"
1.203011,218013,235.75,0.112,"DATA,218013,235.750,0.112"
1.2528959,218063,235.672,0.034,"DATA,218063,235.672,0.034"
1.303075,218113,235.637,-0.002,"DATA,218113,235.637,-0.002"
1.354582,218163,235.613,-0.025,"DATA,218163,235.613,-0.025"
1.4037705,218213,235.667,0.029,"DATA,218213,235.667,0.029"
1.453328,218263,235.533,-0.105,"DATA,218263,235.533,-0.105"
1.5031045,218313,235.611,-0.028,"DATA,218313,235.611,-0.028"
1.5529905,218363,235.542,-0.096,"DATA,218363,235.542,-0.096"
1.6029398,218413,235.499,-0.14,"DATA,218413,235.499,-0.140"
1.6527643,218463,235.37,-0.269,"DATA,218463,235.370,-0.269"
1.7075463,218513,235.509,-0.129,"DATA,218513,235.509,-0.129"
1.7528314,218563,235.526,-0.112,"DATA,218563,235.526,-0.112"
1.8047591,218613,235.575,-0.063,"DATA,218613,235.575,-0.063"
1.8692629,218663,235.509,-0.129,"DATA,218663,235.509,-0.129"
1.9035318,218713,235.445,-0.194,"DATA,218713,235.445,-0.194"
1.9533362,218763,235.416,-0.222,"DATA,218763,235.416,-0.222"
2.003813,218813,235.476,-0.162,"DATA,218813,235.476,-0.162"
2.0548583,218863,235.616,-0.023,"DATA,218863,235.616,-0.023"
2.1035415,218913,235.627,-0.011,"DATA,218913,235.627,-0.011"
2.1533184,218963,235.526,-0.113,"DATA,218963,235.526,-0.113"
2.204112,219013,235.548,-0.09,"DATA,219013,235.548,-0.090"
2.2544392,219063,235.439,-0.2,"DATA,219063,235.439,-0.200"
2.3063778,219113,235.543,-0.095,"DATA,219113,235.543,-0.095"
2.3526075,219163,235.573,-0.065,"DATA,219163,235.573,-0.065"
2.4027876,219213,235.507,-0.132,"DATA,219213,235.507,-0.132"
