time_s,arduino_ms,rx_ohm,delta_r,raw_line
0.000505,346513,237.744,1.375,"DATA,346513,237.744,1.375"
0.0329668,346563,238.321,1.951,"DATA,346563,238.321,1.951"
0.0810699,346613,238.578,2.209,"DATA,346613,238.578,2.209"
0.128956,346663,238.302,1.932,"DATA,346663,238.302,1.932"
0.1876335,346713,238.072,1.703,"DATA,346713,238.072,1.703"
0.2333574,346763,237.923,1.554,"DATA,346763,237.923,1.554"
0.2831008,346813,237.723,1.353,"DATA,346813,237.723,1.353"
0.3318378,346863,237.649,1.279,"DATA,346863,237.649,1.279"
0.3806461,346913,237.405,1.036,"DATA,346913,237.405,1.036"
0.4316471,346963,237.572,1.203,"DATA,346963,237.572,1.203"
0.4820008,347013,237.45,1.08,"DATA,347013,237.450,1.080"
0.531907,347063,237.388,1.018,"DATA,347063,237.388,1.018"
0.5807623,347113,237.2,0.831,"DATA,347113,237.200,0.831"
0.6309101,347163,237.316,0.946,"DATA,347163,237.316,0.946"
0.6850573,347213,237.237,0.868,"DATA,347213,237.237,0.868"
0.7308521,347263,237.236,0.866,"DATA,347263,237.236,0.866"
0.7815953,347313,237.177,0.807,"DATA,347313,237.177,0.807"
0.830891,347363,237.185,0.816,"DATA,347363,237.185,0.816"
0.8819787,347413,237.177,0.807,"DATA,347413,237.177,0.807"
0.9316823,347463,237.18,0.811,"DATA,347463,237.180,0.811"
0.9816979,347513,237.1,0.731,"DATA,347513,237.100,0.731"
1.0309912,347563,237.098,0.728,"DATA,347563,237.098,0.728"
1.0788857,347613,237.047,0.678,"DATA,347613,237.047,0.678"
1.1312761,347663,237.089,0.719,"DATA,347663,237.089,0.719"
1.1821889,347713,237.043,0.673,"DATA,347713,237.043,0.673"
1.2345806,347763,237.027,0.658,"DATA,347763,237.027,0.658"
1.2815235,347813,237.036,0.666,"DATA,347813,237.036,0.666"
1.3307558,347863,237.026,0.657,"DATA,347863,237.026,0.657"
1.3825128,347913,237.004,0.634,"DATA,347913,237.004,0.634"
1.4319773,347963,237.005,0.636,"DATA,347963,237.005,0.636"
1.482716,348013,236.955,0.585,"DATA,348013,236.955,0.585"
1.5310578,348063,236.963,0.593,"DATA,348063,236.963,0.593"
1.5812809,348113,236.991,0.621,"DATA,348113,236.991,0.621"
1.6309535,348163,236.96,0.591,"DATA,348163,236.960,0.591"
1.6733857,348213,236.909,0.539,"DATA,348213,236.909,0.539"
1.7320024,348263,236.919,0.55,"DATA,348263,236.919,0.550"
