time_s,arduino_ms,rx_ohm,delta_r,raw_line
0.0004358,1112313,236.691,0.579,"DATA,1112313,236.691,0.579"
0.0354672,1112363,236.695,0.584,"DATA,1112363,236.695,0.584"
0.1713959,1112413,236.68,0.569,"DATA,1112413,236.680,0.569"
0.1724626,1112463,236.491,0.379,"DATA,1112463,236.491,0.379"
0.1806386,1112513,236.702,0.59,"DATA,1112513,236.702,0.590"
0.2254606,1112563,236.643,0.531,"DATA,1112563,236.643,0.531"
0.2803395,1112613,236.675,0.564,"DATA,1112613,236.675,0.564"
0.3357045,1112663,236.574,0.462,"DATA,1112663,236.574,0.462"
0.3792748,1112713,236.671,0.559,"DATA,1112713,236.671,0.559"
0.4293747,1112763,236.662,0.551,"DATA,1112763,236.662,0.551"
0.4795136,1112813,236.673,0.561,"DATA,1112813,236.673,0.561"
0.5303887,1112863,236.654,0.543,"DATA,1112863,236.654,0.543"
0.5795231,1112913,236.646,0.534,"DATA,1112913,236.646,0.534"
0.6301363,1112963,236.662,0.551,"DATA,1112963,236.662,0.551"
0.6803983,1113013,236.655,0.544,"DATA,1113013,236.655,0.544"
0.7296445,1113063,236.644,0.532,"DATA,1113063,236.644,0.532"
0.7809087,1113113,236.689,0.577,"DATA,1113113,236.689,0.577"
0.8305596,1113163,236.658,0.546,"DATA,1113163,236.658,0.546"
0.8793958,1113213,236.664,0.552,"DATA,1113213,236.664,0.552"
0.9302533,1113263,236.699,0.035,"DATA,1113263,236.699,0.035"
0.9793071,1113313,236.651,-0.013,"DATA,1113313,236.651,-0.013"
1.0294396,1113363,236.621,-0.043,"DATA,1113363,236.621,-0.043"
1.0810144,1113413,236.607,-0.056,"DATA,1113413,236.607,-0.056"
1.129628,1113463,236.609,-0.055,"DATA,1113463,236.609,-0.055"
1.1798051,1113513,236.613,-0.051,"DATA,1113513,236.613,-0.051"
1.2229763,1113563,236.594,-0.069,"DATA,1113563,236.594,-0.069"
1.2795987,1113613,236.566,-0.098,"DATA,1113613,236.566,-0.098"
1.3307256,1113663,236.593,-0.071,"DATA,1113663,236.593,-0.071"
1.3815544,1113713,236.617,-0.047,"DATA,1113713,236.617,-0.047"
1.4306541,1113763,236.627,-0.037,"DATA,1113763,236.627,-0.037"
1.4804063,1113813,236.484,-0.18,"DATA,1113813,236.484,-0.180"
1.5304349,1113863,236.608,-0.056,"DATA,1113863,236.608,-0.056"
