time_s,arduino_ms,rx_ohm,delta_r,raw_line
0.0007141,739263,235.935,0.177,"DATA,739263,235.935,0.177"
0.0520346,739313,235.981,0.223,"DATA,739313,235.981,0.223"
0.1738165,739363,235.995,0.237,"DATA,739363,235.995,0.237"
0.1748101,739413,235.948,0.19,"DATA,739413,235.948,0.190"
0.2014343,739463,235.968,0.21,"DATA,739463,235.968,0.210"
0.2538346,739513,235.941,0.183,"DATA,739513,235.941,0.183"
0.3025584,739563,235.947,0.188,"DATA,739563,235.947,0.188"
0.3546461,739613,235.968,0.21,"DATA,739613,235.968,0.210"
0.4010478,739663,235.962,0.204,"DATA,739663,235.962,0.204"
0.4522555,739713,235.943,0.185,"DATA,739713,235.943,0.185"
0.5067531,739763,235.952,0.194,"DATA,739763,235.952,0.194"
0.5511516,739813,235.96,0.201,"DATA,739813,235.960,0.201"
0.6018612,739863,235.927,0.168,"DATA,739863,235.927,0.168"
0.653077,739913,235.89,0.132,"DATA,739913,235.890,0.132"
0.702626,739963,235.915,0.157,"DATA,739963,235.915,0.157"
0.7460487,740013,235.938,0.18,"DATA,740013,235.938,0.180"
0.7925214,740063,235.943,0.005,"DATA,740063,235.943,0.005"
0.8511629,740113,235.872,-0.066,"DATA,740113,235.872,-0.066"
0.9024013,740163,235.893,-0.045,"DATA,740163,235.893,-0.045"
0.9543971,740213,235.799,-0.139,"DATA,740213,235.799,-0.139"
1.0014497,740263,235.883,-0.055,"DATA,740263,235.883,-0.055"
1.0520016,740313,235.829,-0.109,"DATA,740313,235.829,-0.109"
1.1024168,740363,235.883,-0.055,"DATA,740363,235.883,-0.055"
1.1520874,740413,235.64,-0.298,"DATA,740413,235.640,-0.298"
1.2024088,740463,235.792,-0.146,"DATA,740463,235.792,-0.146"
1.2522682,740513,235.849,-0.089,"DATA,740513,235.849,-0.089"
1.3021843,740563,235.862,-0.076,"DATA,740563,235.862,-0.076"
1.3514421,740613,235.78,-0.158,"DATA,740613,235.780,-0.158"
1.401372,740663,235.835,-0.103,"DATA,740663,235.835,-0.103"
1.4521737,740713,235.811,-0.127,"DATA,740713,235.811,-0.127"
1.5043929,740763,235.823,-0.115,"DATA,740763,235.823,-0.115"
1.552149,740813,235.829,-0.109,"DATA,740813,235.829,-0.109"
1.6010428,740863,235.833,-0.105,"DATA,740863,235.833,-0.105"
1.6521348,740913,235.822,-0.116,"DATA,740913,235.822,-0.116"
1.7027929,740963,235.845,-0.093,"DATA,740963,235.845,-0.093"
1.7521277,741013,235.769,-0.169,"DATA,741013,235.769,-0.169"
1.8016123,741063,235.768,-0.17,"DATA,741063,235.768,-0.170"
1.8521218,741113,235.796,-0.142,"DATA,741113,235.796,-0.142"
1.9013858,741163,235.717,-0.221,"DATA,741163,235.717,-0.221"
1.951347,741213,235.761,-0.177,"DATA,741213,235.761,-0.177"
2.0015491,741263,235.714,-0.224,"DATA,741263,235.714,-0.224"
2.0519695,741313,235.717,-0.221,"DATA,741313,235.717,-0.221"
2.1084915,741363,235.744,-0.194,"DATA,741363,235.744,-0.194"
2.1522304,741413,235.724,-0.214,"DATA,741413,235.724,-0.214"
2.2021746,741463,235.75,-0.188,"DATA,741463,235.750,-0.188"
2.2521744,741513,235.857,-0.081,"DATA,741513,235.857,-0.081"
2.3011297,741563,235.905,-0.033,"DATA,741563,235.905,-0.033"
2.3523538,741613,235.873,-0.065,"DATA,741613,235.873,-0.065"
2.4014372,741663,235.828,-0.11,"DATA,741663,235.828,-0.110"
2.4514919,741713,235.686,-0.252,"DATA,741713,235.686,-0.252"
2.5016417,741763,235.495,-0.443,"DATA,741763,235.495,-0.443"
2.5481467,741813,235.766,-0.172,"DATA,741813,235.766,-0.172"
2.6021692,741863,235.796,-0.142,"DATA,741863,235.796,-0.142"
2.6511587,741913,235.923,-0.015,"DATA,741913,235.923,-0.015"
2.7021648,741963,235.684,-0.254,"DATA,741963,235.684,-0.254"
2.7512124,742013,235.894,-0.044,"DATA,742013,235.894,-0.044"
2.8028882,742063,235.907,-0.031,"DATA,742063,235.907,-0.031"
2.8521134,742113,235.825,-0.113,"DATA,742113,235.825,-0.113"
2.9021963,742163,235.847,-0.091,"DATA,742163,235.847,-0.091"
2.9518147,742213,235.8,-0.138,"DATA,742213,235.800,-0.138"
3.0019103,742263,235.849,-0.089,"DATA,742263,235.849,-0.089"
3.0516972,742313,235.888,-0.05,"DATA,742313,235.888,-0.050"
3.1012564,742363,235.882,-0.056,"DATA,742363,235.882,-0.056"
3.1520253,742413,235.943,0.005,"DATA,742413,235.943,0.005"
3.2054292,742463,235.839,-0.099,"DATA,742463,235.839,-0.099"
3.2539034,742513,235.837,-0.101,"DATA,742513,235.837,-0.101"
3.3022093,742563,235.775,-0.163,"DATA,742563,235.775,-0.163"
3.3530989,742613,235.805,-0.133,"DATA,742613,235.805,-0.133"
3.4021745,742663,235.88,-0.058,"DATA,742663,235.880,-0.058"
3.452159,742713,235.791,-0.147,"DATA,742713,235.791,-0.147"
3.5022852,742763,235.72,-0.218,"DATA,742763,235.720,-0.218"
3.5516226,742813,235.741,-0.197,"DATA,742813,235.741,-0.197"
3.6027034,742863,235.703,-0.235,"DATA,742863,235.703,-0.235"
3.6512705,742913,235.696,-0.242,"DATA,742913,235.696,-0.242"
3.7022076,742963,235.704,-0.234,"DATA,742963,235.704,-0.234"
3.7542467,743013,235.697,-0.241,"DATA,743013,235.697,-0.241"
3.8021548,743063,235.652,-0.286,"DATA,743063,235.652,-0.286"
3.8521143,743113,235.586,-0.352,"DATA,743113,235.586,-0.352"
3.9012903,743163,235.691,-0.247,"DATA,743163,235.691,-0.247"
3.9522241,743213,235.723,-0.215,"DATA,743213,235.723,-0.215"
4.0021431,743263,235.678,-0.26,"DATA,743263,235.678,-0.260"
4.0513736,743313,235.812,-0.126,"DATA,743313,235.812,-0.126"
4.1031041,743363,235.928,-0.01,"DATA,743363,235.928,-0.010"
4.151377,743413,235.866,-0.072,"DATA,743413,235.866,-0.072"
4.2018744,743463,235.712,-0.226,"DATA,743463,235.712,-0.226"
4.251639,743513,235.689,-0.249,"DATA,743513,235.689,-0.249"
4.3029217,743563,235.704,-0.234,"DATA,743563,235.704,-0.234"
4.3512488,743613,235.899,-0.039,"DATA,743613,235.899,-0.039"
4.4020321,743663,235.923,-0.015,"DATA,743663,235.923,-0.015"
4.4530136,743713,235.872,-0.066,"DATA,743713,235.872,-0.066"
4.5013622,743763,235.875,-0.063,"DATA,743763,235.875,-0.063"
4.5513901,743813,235.881,-0.057,"DATA,743813,235.881,-0.057"
4.6022066,743863,235.839,-0.099,"DATA,743863,235.839,-0.099"
4.6515271,743913,235.974,0.036,"DATA,743913,235.974,0.036"
4.7017621,743963,235.911,-0.027,"DATA,743963,235.911,-0.027"
4.7514069,744013,235.991,0.053,"DATA,744013,235.991,0.053"
4.8025058,744063,235.933,-0.005,"DATA,744063,235.933,-0.005"
4.8521259,744113,235.834,-0.104,"DATA,744113,235.834,-0.104"
4.9066223,744163,235.793,-0.145,"DATA,744163,235.793,-0.145"
4.9523203,744213,235.823,-0.115,"DATA,744213,235.823,-0.115"
5.0022339,744263,235.727,-0.211,"DATA,744263,235.727,-0.211"
5.052262,744313,235.753,-0.185,"DATA,744313,235.753,-0.185"
5.1023007,744363,235.831,-0.107,"DATA,744363,235.831,-0.107"
5.1513461,744413,235.776,-0.162,"DATA,744413,235.776,-0.162"
5.2016453,744463,235.555,-0.383,"DATA,744463,235.555,-0.383"
5.2523959,744513,235.714,-0.224,"DATA,744513,235.714,-0.224"
5.3018632,744563,235.705,-0.233,"DATA,744563,235.705,-0.233"
5.3527999,744613,235.677,-0.261,"DATA,744613,235.677,-0.261"
5.402551,744663,235.401,-0.537,"DATA,744663,235.401,-0.537"
5.4558433,744713,235.595,-0.343,"DATA,744713,235.595,-0.343"
5.5021299,744763,235.657,-0.281,"DATA,744763,235.657,-0.281"
5.5521005,744813,235.684,-0.254,"DATA,744813,235.684,-0.254"
5.6032159,744863,235.668,-0.27,"DATA,744863,235.668,-0.270"
5.6520854,744913,235.787,-0.151,"DATA,744913,235.787,-0.151"
5.7017996,744963,235.727,-0.211,"DATA,744963,235.727,-0.211"
5.7522013,745013,235.704,-0.234,"DATA,745013,235.704,-0.234"
5.8015766,745063,235.599,-0.339,"DATA,745063,235.599,-0.339"
5.8514625,745113,235.595,-0.343,"DATA,745113,235.595,-0.343"
5.9016597,745163,235.597,-0.341,"DATA,745163,235.597,-0.341"
5.9537004,745213,235.784,-0.154,"DATA,745213,235.784,-0.154"
6.0013926,745263,236.108,0.17,"DATA,745263,236.108,0.170"
6.0519336,745313,236.354,0.416,"DATA,745313,236.354,0.416"
6.1024798,745363,236.188,0.25,"DATA,745363,236.188,0.250"
6.1522852,745413,236.158,0.22,"DATA,745413,236.158,0.220"
6.202378,745463,236.227,0.289,"DATA,745463,236.227,0.289"
6.2523889,745513,236.192,0.254,"DATA,745513,236.192,0.254"
6.3029974,745563,236.066,0.128,"DATA,745563,236.066,0.128"
6.3523795,745613,235.928,-0.01,"DATA,745613,235.928,-0.010"
6.4016135,745663,237.099,1.161,"DATA,745663,237.099,1.161"
6.451677,745713,236.776,0.838,"DATA,745713,236.776,0.838"
6.5034799,745763,236.55,0.612,"DATA,745763,236.550,0.612"
6.5512632,745813,237.107,1.169,"DATA,745813,237.107,1.169"
6.6011649,745863,237.072,1.134,"DATA,745863,237.072,1.134"
6.6522262,745913,236.558,0.62,"DATA,745913,236.558,0.620"
6.702275,745963,236.459,0.521,"DATA,745963,236.459,0.521"
6.7523319,746013,236.364,0.426,"DATA,746013,236.364,0.426"
6.8034226,746063,236.011,0.073,"DATA,746063,236.011,0.073"
6.8526959,746113,236.223,0.285,"DATA,746113,236.223,0.285"
6.9014267,746163,235.828,-0.11,"DATA,746163,235.828,-0.110"
6.9517844,746213,235.902,-0.036,"DATA,746213,235.902,-0.036"
7.0022076,746263,235.967,0.029,"DATA,746263,235.967,0.029"
7.0548238,746313,236.596,0.658,"DATA,746313,236.596,0.658"
7.1014013,746363,235.755,-0.183,"DATA,746363,235.755,-0.183"
7.1525268,746413,235.701,-0.237,"DATA,746413,235.701,-0.237"
7.2013727,746463,235.629,-0.309,"DATA,746463,235.629,-0.309"
7.25199,746513,235.562,-0.376,"DATA,746513,235.562,-0.376"
7.3033282,746563,235.52,-0.418,"DATA,746563,235.520,-0.418"
7.3525931,746613,235.547,-0.391,"DATA,746613,235.547,-0.391"
7.4016797,746663,235.533,-0.405,"DATA,746663,235.533,-0.405"
7.4515136,746713,235.546,-0.392,"DATA,746713,235.546,-0.392"
7.5024908,746763,235.519,-0.419,"DATA,746763,235.519,-0.419"
7.5516535,746813,235.5,-0.438,"DATA,746813,235.500,-0.438"
7.6044673,746863,235.507,-0.431,"DATA,746863,235.507,-0.431"
7.6528303,746913,235.501,-0.437,"DATA,746913,235.501,-0.437"
7.7013053,746963,235.481,-0.457,"DATA,746963,235.481,-0.457"
7.7524846,747013,235.469,-0.469,"DATA,747013,235.469,-0.469"
7.8022898,747063,235.475,-0.463,"DATA,747063,235.475,-0.463"
7.8513695,747113,235.438,-0.5,"DATA,747113,235.438,-0.500"
7.9022834,747163,235.455,-0.483,"DATA,747163,235.455,-0.483"
7.9526092,747213,235.448,-0.49,"DATA,747213,235.448,-0.490"
8.0016949,747263,235.433,-0.505,"DATA,747263,235.433,-0.505"
8.0517876,747313,235.411,-0.527,"DATA,747313,235.411,-0.527"
8.1027143,747363,235.311,-0.627,"DATA,747363,235.311,-0.627"
8.1542023,747413,235.41,-0.528,"DATA,747413,235.410,-0.528"
8.2013341,747463,235.429,-0.509,"DATA,747463,235.429,-0.509"
8.2512734,747513,235.442,-0.496,"DATA,747513,235.442,-0.496"
8.3012626,747563,235.229,-0.709,"DATA,747563,235.229,-0.709"
8.3524455,747613,235.393,-0.545,"DATA,747613,235.393,-0.545"
8.4030804,747663,235.415,-0.523,"DATA,747663,235.415,-0.523"
8.4526114,747713,235.373,-0.565,"DATA,747713,235.373,-0.565"
8.5014401,747763,235.334,-0.604,"DATA,747763,235.334,-0.604"
8.5529364,747813,235.378,-0.56,"DATA,747813,235.378,-0.560"
8.6017418,747863,235.378,-0.56,"DATA,747863,235.378,-0.560"
8.6511728,747913,235.363,-0.575,"DATA,747913,235.363,-0.575"
8.7063628,747963,235.357,-0.581,"DATA,747963,235.357,-0.581"
8.7512683,748013,235.343,-0.595,"DATA,748013,235.343,-0.595"
8.8029697,748063,235.355,-0.583,"DATA,748063,235.355,-0.583"
8.8514227,748113,235.336,-0.602,"DATA,748113,235.336,-0.602"
8.9024307,748163,235.312,-0.626,"DATA,748163,235.312,-0.626"
8.952315,748213,235.35,-0.588,"DATA,748213,235.350,-0.588"
9.0024495,748263,235.305,-0.633,"DATA,748263,235.305,-0.633"
9.0523961,748313,235.317,-0.621,"DATA,748313,235.317,-0.621"
