time_s,arduino_ms,rx_ohm,delta_r,raw_line
0.0004187,303913,236.489,1.602,"DATA,303913,236.489,1.602"
0.0198179,303963,236.443,1.556,"DATA,303963,236.443,1.556"
0.0671236,304013,236.399,1.512,"DATA,304013,236.399,1.512"
0.1618549,304063,236.374,1.487,"DATA,304063,236.374,1.487"
0.1659045,304113,236.317,1.429,"DATA,304113,236.317,1.429"
0.2188967,304163,236.294,1.407,"DATA,304163,236.294,1.407"
0.2729776,304213,236.313,1.426,"DATA,304213,236.313,1.426"
0.3201057,304263,236.806,1.919,"DATA,304263,236.806,1.919"
0.368566,304313,236.726,1.838,"DATA,304313,236.726,1.838"
0.4185132,304363,236.634,1.747,"DATA,304363,236.634,1.747"
0.4701198,304413,236.515,1.627,"DATA,304413,236.515,1.627"
0.5186046,304463,236.569,1.682,"DATA,304463,236.569,1.682"
0.5692217,304513,236.548,1.66,"DATA,304513,236.548,1.660"
0.6190949,304563,236.527,1.64,"DATA,304563,236.527,1.640"
0.6694387,304613,236.3,1.413,"DATA,304613,236.300,1.413"
0.7151309,304663,236.482,1.594,"DATA,304663,236.482,1.594"
0.7695807,304713,236.472,1.585,"DATA,304713,236.472,1.585"
0.8234233,304763,236.473,1.586,"DATA,304763,236.473,1.586"
0.8686063,304813,236.377,1.49,"DATA,304813,236.377,1.490"
0.9187882,304863,236.445,1.558,"DATA,304863,236.445,1.558"
0.9689044,304913,236.554,1.667,"DATA,304913,236.554,1.667"
1.0196575,304963,236.493,1.606,"DATA,304963,236.493,1.606"
1.0696585,305013,236.482,1.594,"DATA,305013,236.482,1.594"
1.1194014,305063,236.444,1.557,"DATA,305063,236.444,1.557"
1.1697065,305113,236.416,1.529,"DATA,305113,236.416,1.529"
1.2188715,305163,236.433,1.546,"DATA,305163,236.433,1.546"
1.2689206,305213,236.39,1.503,"DATA,305213,236.390,1.503"
1.3188478,305263,236.403,1.516,"DATA,305263,236.403,1.516"
1.372551,305313,236.377,1.49,"DATA,305313,236.377,1.490"
1.419484,305363,236.393,1.506,"DATA,305363,236.393,1.506"
1.4690429,305413,236.379,1.492,"DATA,305413,236.379,1.492"
1.5188458,305463,236.366,1.479,"DATA,305463,236.366,1.479"
1.568738,305513,236.361,1.474,"DATA,305513,236.361,1.474"
1.6197656,305563,236.326,1.439,"DATA,305563,236.326,1.439"
1.6686345,305613,236.379,1.492,"DATA,305613,236.379,1.492"
1.7187176,305663,236.383,1.496,"DATA,305663,236.383,1.496"
1.7712233,305713,236.355,1.468,"DATA,305713,236.355,1.468"
1.8199516,305763,236.291,1.404,"DATA,305763,236.291,1.404"
1.8713727,305813,236.358,1.471,"DATA,305813,236.358,1.471"
1.9195916,305863,236.356,1.469,"DATA,305863,236.356,1.469"
1.9686085,305913,236.363,1.475,"DATA,305913,236.363,1.475"
2.019566,305963,236.218,1.331,"DATA,305963,236.218,1.331"
2.0696384,306013,236.383,1.495,"DATA,306013,236.383,1.495"
2.1195291,306063,236.362,1.475,"DATA,306063,236.362,1.475"
2.1687387,306113,236.37,1.482,"DATA,306113,236.370,1.482"
2.2191449,306163,236.22,-0.149,"DATA,306163,236.220,-0.149"
2.2698732,306213,236.369,-0.001,"DATA,306213,236.369,-0.001"
2.3186286,306263,236.35,-0.019,"DATA,306263,236.350,-0.019"
