Format Version,1.23,Take Name,C22_F_3,Take Notes,,Capture Frame Rate,200.000000,Export Frame Rate,200.000000,Capture Start Time,2026-07-09 10.05.13.137 AM,Capture Start Frame,102677,Total Frames in Take,7915,Total Exported Frames,7915,Rotation Type,XYZ,Length Units,Millimeters,Coordinate Space,Global

,Type,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Unlabeled 1031,Unlabeled 1031,Unlabeled 1031,Unlabeled 1032,Unlabeled 1032,Unlabeled 1032,Unlabeled 1033,Unlabeled 1033,Unlabeled 1033,Unlabeled 1034,Unlabeled 1034,Unlabeled 1034,Unlabeled 1035,Unlabeled 1035,Unlabeled 1035,Unlabeled 1036,Unlabeled 1036,Unlabeled 1036,Unlabeled 1037,Unlabeled 1037,Unlabeled 1037,Unlabeled 1038,Unlabeled 1038,Unlabeled 1038,Unlabeled 1039,Unlabeled 1039,Unlabeled 1039,Unlabeled 1040,Unlabeled 1040,Unlabeled 1040,Unlabeled 1041,Unlabeled 1041,Unlabeled 1041,Unlabeled 1042,Unlabeled 1042,Unlabeled 1042
,ID,"5180B1AAA7B7411F1","5180B1AAA7B7411F1","5180B1AAA7B7411F1","4D180B1AAA7B7411F1","4D180B1AAA7B7411F1","4D180B1AAA7B7411F1","90180B1AAA7B7411F1","90180B1AAA7B7411F1","90180B1AAA7B7411F1","91180B1AAA7B7411F1","91180B1AAA7B7411F1","91180B1AAA7B7411F1","95180B1AAA7B7411F1","95180B1AAA7B7411F1","95180B1AAA7B7411F1","97180B1AAA7B7411F1","97180B1AAA7B7411F1","97180B1AAA7B7411F1","99180B1AAA7B7411F1","99180B1AAA7B7411F1","99180B1AAA7B7411F1","9B180B1AAA7B7411F1","9B180B1AAA7B7411F1","9B180B1AAA7B7411F1","9D180B1AAA7B7411F1","9D180B1AAA7B7411F1","9D180B1AAA7B7411F1","B1180B1AAA7B7411F1","B1180B1AAA7B7411F1","B1180B1AAA7B7411F1","B2180B1AAA7B7411F1","B2180B1AAA7B7411F1","B2180B1AAA7B7411F1","B3180B1AAA7B7411F1","B3180B1AAA7B7411F1","B3180B1AAA7B7411F1"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,327.018646,213.169983,86.291649,261.719543,175.042633,85.199089,248.309631,213.763733,85.453590,255.431000,261.394806,85.427299,264.178162,212.761536,84.885178,311.597748,211.305481,85.500999,320.881409,261.075104,86.796043,288.160767,261.239441,85.775604,313.202209,173.798386,86.550972,,,,,,,,,
1,0.005000,327.014893,213.154282,86.284340,261.643646,175.114395,85.255775,248.309082,213.761322,85.449509,255.417969,261.398529,85.436668,264.133575,212.333313,84.747932,311.602386,211.279526,85.479454,320.883179,261.073334,86.796509,288.163513,261.231506,85.771187,313.206268,173.791550,86.540817,,,,,,,,,
2,0.010000,327.018494,213.167847,86.289177,261.634766,175.135696,85.267448,248.307587,213.764954,85.454338,255.429260,261.399719,85.425697,264.140381,212.217285,84.803635,311.599213,211.294464,85.491974,320.882935,261.073029,86.794044,288.158905,261.228119,85.772316,313.208160,173.791122,86.538681,,,,,,,,,
3,0.015000,327.022797,213.159515,86.293655,261.629761,175.142105,85.273834,248.305527,213.762177,85.450874,255.428909,261.388733,85.420921,264.150360,212.267609,84.753914,311.528290,211.245132,85.533279,320.882141,261.070984,86.789925,288.158051,261.233093,85.773117,313.196411,173.803329,86.546051,,,,,,,,,
4,0.020000,327.018341,213.179352,86.292908,261.638885,175.132919,85.270515,248.306778,213.764984,85.452202,255.434631,261.393097,85.415489,264.149994,212.284241,84.742088,311.595276,211.293488,85.486893,320.884125,261.076874,86.791557,288.152130,261.336914,85.820946,313.192169,173.809174,86.551552,,,,,,,,,
5,0.025000,327.073853,213.118561,86.347076,261.715454,175.048676,85.210480,248.311218,213.767563,85.452751,255.426376,261.400513,85.425911,264.130432,212.251144,84.812729,311.602753,211.313019,85.496277,320.885132,261.079254,86.798798,288.170471,261.246857,85.773399,313.193573,173.811386,86.556274,,,,,,,,,
6,0.030000,327.028107,213.180771,86.309410,261.718353,175.041840,85.209717,248.521973,213.818115,85.580566,255.423813,261.401611,85.429680,264.148895,212.272461,84.752708,311.486176,211.545990,85.675766,320.886749,261.071228,86.797966,288.164551,261.231262,85.770561,313.186432,173.814499,86.560692,,,,,,,,,
7,0.035000,327.016266,213.167313,86.293060,261.641083,175.120926,85.263100,248.576553,213.927139,85.522095,255.431152,261.398376,85.419022,264.180817,212.707016,84.936989,311.578125,211.370483,85.539467,320.885651,261.068878,86.792953,288.163544,261.235504,85.772308,313.197754,173.808350,86.550163,,,,,,,,,
8,0.040000,327.019440,213.167282,86.293015,261.629639,175.133530,85.271133,248.564423,213.927521,85.497124,255.430435,261.399963,85.427788,264.132690,212.910736,84.925926,311.599579,211.303940,85.486938,320.885284,261.069214,86.795258,288.167603,261.233795,85.774185,313.203033,173.800644,86.549561,,,,,,,,,
9,0.045000,327.074890,213.105652,86.350212,261.715027,175.053299,85.207062,248.400345,213.773285,85.446335,255.429916,261.394806,85.422516,264.137268,212.851044,84.962723,311.594971,211.296326,85.485817,320.885468,261.071442,86.790237,288.161469,261.235718,85.771820,313.202637,173.800110,86.547783,,,,,,,,,
10,0.050000,327.028076,213.169144,86.306320,261.644440,175.110458,85.259460,248.276474,213.752777,85.446732,255.429260,261.403442,85.427162,264.130859,212.260376,84.804092,311.599121,211.307846,85.495033,320.882568,261.069275,86.796288,288.164520,261.239380,85.774719,313.205200,173.793991,86.545197,,,,,,,,,
11,0.055000,327.014954,213.167389,86.291138,261.634644,175.126785,85.268036,248.267059,213.756409,85.449997,255.420502,261.408142,85.428391,264.193817,212.728439,84.869644,311.485016,211.542236,85.667328,320.882721,261.071320,86.793243,288.161438,261.230347,85.775650,313.205963,173.794159,86.543564,,,,,,,,,
12,0.060000,327.013031,213.156738,86.282845,261.630005,175.123215,85.266808,248.293594,213.764359,85.455879,255.427277,261.394348,85.425056,264.148926,212.297684,84.731293,311.584229,211.341965,85.525673,320.885651,261.074554,86.792801,288.163910,261.229523,85.773773,313.199188,173.800934,86.550797,,,,,,,,,
13,0.065000,327.022888,213.160080,86.281639,261.720337,175.048996,85.206795,248.310974,213.766769,85.453400,255.429657,261.393921,85.421158,264.183472,212.745148,84.872879,311.607605,211.278015,85.475883,320.883972,261.077545,86.788368,288.159210,261.236877,85.775436,313.205231,173.798035,86.545547,,,,,,,,,
14,0.070000,327.012726,213.157715,86.282997,261.725067,175.036102,85.209290,248.312820,213.763855,85.453743,255.425278,261.397675,85.422417,264.134857,212.331985,84.744659,311.608795,211.259399,85.467491,320.886475,261.070038,86.792130,288.160034,261.237427,85.774780,313.191162,173.806717,86.551964,,,,,,,,,
15,0.075000,327.020447,213.167435,86.292931,261.724976,175.044357,85.204720,248.308487,213.766907,85.454384,255.426407,261.397736,85.421631,264.156281,212.259354,84.737823,311.489777,211.521454,85.659027,320.882263,261.074219,86.795074,288.165833,261.238098,85.772400,313.181854,173.818054,86.557861,,,,,,,,,
16,0.080000,327.020813,213.173035,86.301811,261.718231,175.047256,85.203392,248.303787,213.760681,85.453789,255.427841,261.391663,85.424721,264.156891,212.270859,84.745911,311.580994,211.370438,85.538322,320.882660,261.071564,86.788712,288.163635,261.234985,85.774284,313.184601,173.812759,86.557991,,,,,,,,,
17,0.085000,327.027344,213.174866,86.297455,261.639832,175.119034,85.266510,248.302628,213.762604,85.456245,255.425339,261.390625,85.424049,264.151215,212.282944,84.749916,311.489807,211.517319,85.658928,320.886688,261.071930,86.786880,288.162323,261.239532,85.771072,313.204529,173.800491,86.550346,,,,,,,,,
18,0.090000,327.019897,213.173950,86.296341,261.717682,175.055817,85.208939,248.309265,213.760071,85.450417,255.422119,261.395905,85.427315,264.167816,212.768585,84.888153,311.477692,211.593674,85.701309,320.883331,261.070831,86.791756,288.161530,261.241821,85.772873,313.201569,173.800766,86.549110,,,,,,,,,
19,0.095000,327.026123,213.166519,86.289825,261.718170,175.044067,85.204742,248.308853,213.769455,85.453705,255.428940,261.395569,85.426895,264.075012,212.249695,84.775208,311.590271,211.353882,85.528259,320.888245,261.067444,86.791389,288.160828,261.235291,85.775162,313.189331,173.810715,86.552910,,,,,,,,,
20,0.100000,327.027130,213.163757,86.289833,261.641266,175.117294,85.261368,248.521225,213.819046,85.581383,255.429810,261.396240,85.423264,264.151489,212.246124,84.745522,311.609375,211.281876,85.469856,320.885498,261.075256,86.794533,288.166779,261.232239,85.773018,313.200317,173.799789,86.549469,,,,,,,,,
21,0.105000,327.023590,213.166611,86.293686,261.631317,175.140533,85.271835,248.578644,213.930344,85.519066,255.424744,261.403259,85.426521,264.151001,212.282654,84.747162,311.600067,211.302078,85.486488,320.883148,261.074677,86.794670,288.161346,261.235199,85.775398,313.197388,173.802582,86.549873,,,,,,,,,
22,0.110000,327.017456,213.173416,86.293587,261.717163,175.062103,85.207306,248.565201,213.929657,85.503441,255.423309,261.403595,85.425232,264.069244,212.166153,84.817772,311.591064,211.316498,85.491989,320.887665,261.069000,86.792786,288.161194,261.237274,85.772728,313.193176,173.804672,86.553413,,,,,,,,,
23,0.115000,327.013123,213.168411,86.291183,261.643585,175.113998,85.264900,248.408707,213.772369,85.456001,255.419403,261.408081,85.429237,264.148529,212.260086,84.752815,311.600098,211.311447,85.496719,320.884338,261.070923,86.793259,288.163391,261.238098,85.771248,313.194672,173.809311,86.554146,,,,,,,,,
24,0.120000,327.076599,213.109192,86.349518,261.633331,175.134781,85.270889,248.276688,213.763443,85.454544,255.424561,261.396484,85.427284,264.154846,212.283997,84.744461,311.598694,211.314865,85.498322,320.878174,261.073517,86.800888,288.163300,261.236359,85.773705,313.185120,173.817184,86.556679,,,,,,,,,
