Format Version,1.23,Take Name,C22_F_5,Take Notes,,Capture Frame Rate,200.000000,Export Frame Rate,200.000000,Capture Start Time,2026-07-09 10.06.40.803 AM,Capture Start Frame,120210,Total Frames in Take,7364,Total Exported Frames,7364,Rotation Type,XYZ,Length Units,Millimeters,Coordinate Space,Global

,Type,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
2260,11.300000,327.018829,213.172699,86.279686,261.677704,175.041733,85.192413,248.198090,213.743774,85.267792,255.428101,261.403778,85.414032,264.058868,212.188049,84.727966,311.614868,211.311005,85.492363,320.891510,261.071167,86.769699,288.156982,261.238068,85.759277,313.276886,173.766357,86.492233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2261,11.305000,327.020874,213.168884,86.287941,261.680603,175.039719,85.183968,248.192703,213.740631,85.272842,255.425934,261.403229,85.417397,264.130005,212.265198,84.712708,311.621246,211.298553,85.422211,320.890411,261.073120,86.764587,288.154724,261.237091,85.756630,313.284180,173.760910,86.480545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2262,11.310000,327.027710,213.176559,86.274818,261.678894,175.046860,85.184761,248.188644,213.747604,85.272629,255.425247,261.399658,85.418961,264.067291,212.192734,84.727074,311.619507,211.293381,85.475494,320.884399,261.070160,86.773918,288.156372,261.232666,85.752464,313.273285,173.769531,86.491150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2263,11.315000,327.019348,213.184799,86.284721,261.682953,175.046494,85.187752,248.191147,213.740845,85.271187,255.431686,261.396240,85.417099,264.120148,212.604477,84.910942,311.617615,211.317169,85.485573,320.878601,261.076508,86.779266,288.156464,261.240234,85.755035,313.264648,173.773209,86.492096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2264,11.320000,327.019653,213.185074,86.291092,261.677979,175.044708,85.186317,248.185379,213.743134,85.271660,255.429504,261.400452,85.411629,264.041016,212.783569,84.935669,311.615753,211.317017,85.487839,320.782349,260.989807,86.795433,288.154694,261.233856,85.755905,313.263550,173.778061,86.492340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2265,11.325000,327.020081,213.182388,86.295731,261.684265,175.048111,85.188988,248.191193,213.749512,85.267227,255.426193,261.408234,85.415901,264.046814,212.228653,84.740593,311.607910,211.323288,85.490433,320.889313,261.040222,86.760818,288.150635,261.238129,85.757591,313.271881,173.771774,86.489067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2266,11.330000,327.029175,213.178650,86.274246,261.682709,175.043747,85.188866,248.191071,213.745987,85.269775,255.428970,261.401093,85.415665,264.048889,212.145569,84.704132,311.616913,211.313339,85.484016,320.895477,261.074524,86.763542,288.155823,261.238617,85.758476,313.274902,173.769684,86.492577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2267,11.335000,327.030090,213.162720,86.267090,261.680023,175.041183,85.186546,248.191391,213.737244,85.273232,255.417648,261.409668,85.426590,264.055573,212.172318,84.719307,311.616211,211.313385,85.482635,320.888123,261.083282,86.774933,288.155670,261.233276,85.755798,313.275208,173.770340,86.490921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2268,11.340000,327.019928,213.160446,86.260429,261.680878,175.038986,85.186607,248.188782,213.741699,85.271606,255.419373,261.402924,85.418823,264.099823,212.676376,84.870003,311.617554,211.273315,85.465729,320.884827,261.075989,86.778412,288.160767,261.230133,85.753342,313.281342,173.759537,86.484161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2269,11.345000,327.012817,213.154160,86.254692,261.684967,175.040344,85.185425,248.191681,213.742523,85.270683,255.427002,261.401154,85.413002,264.048981,212.240341,84.743042,311.621033,211.265640,85.467094,320.884613,261.074371,86.774643,288.152374,261.239502,85.756569,313.268524,173.768829,86.487518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2270,11.350000,327.019196,213.169266,86.284027,261.675171,175.046249,85.185730,248.191132,213.742142,85.268814,255.431656,261.395355,85.409775,264.047577,212.153534,84.711670,311.615082,211.308380,85.478760,320.884369,261.072845,86.775337,288.156677,261.240692,85.759468,313.272369,173.768112,86.488663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2271,11.355000,327.028809,213.175369,86.273201,261.680145,175.041458,85.186867,248.186478,213.740829,85.272667,255.430939,261.400208,85.414436,264.106293,212.665222,84.865372,311.610107,211.315826,85.490913,320.885437,261.072418,86.769577,288.155792,261.236633,85.758698,313.270355,173.772812,86.496643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2272,11.360000,327.018005,213.180222,86.288719,261.676880,175.049057,85.183884,248.183975,213.744461,85.274605,255.432434,261.405304,85.420425,264.063019,212.210495,84.722389,311.613434,211.314850,85.489304,320.890930,261.074707,86.768959,288.159912,261.229523,85.750298,313.256195,173.785004,86.501419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2273,11.365000,327.025208,213.176498,86.275871,261.675140,175.052902,85.189491,248.186584,213.743530,85.270500,255.423035,261.401062,85.416763,264.043121,212.152145,84.710953,311.615021,211.316376,85.482872,320.884155,261.074280,86.769676,288.160065,261.239014,85.755165,313.265594,173.777603,86.495697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2274,11.370000,327.024048,213.171722,86.267303,261.598480,175.124786,85.241814,248.183258,213.746704,85.276413,255.423462,261.407776,85.416199,264.124237,212.264206,84.711678,311.618225,211.317856,85.488991,320.887848,261.074188,86.768265,288.156464,261.238770,85.755974,313.269073,173.770584,86.485870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2275,11.375000,327.021118,213.172821,86.263939,261.673523,175.057159,85.190475,248.188995,213.741119,85.274574,255.428696,261.408508,85.416130,264.058197,212.195953,84.730522,311.606079,211.316772,85.490997,320.892365,261.069519,86.766747,288.158875,261.235657,85.756180,313.275574,173.765152,86.483154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2276,11.380000,327.028839,213.162750,86.272278,261.674377,175.035995,85.181831,248.379562,213.775314,85.349289,255.431885,261.397034,85.413422,264.153320,212.764252,84.851112,311.615387,211.312836,85.488998,320.894135,261.060516,86.766624,288.157013,261.236908,85.755013,313.282959,173.759567,86.484703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2277,11.385000,327.027252,213.168915,86.271439,261.682953,175.037094,85.189491,248.299667,213.744431,85.240135,255.424377,261.401947,85.421364,264.077026,212.817719,84.913521,311.609619,211.319656,85.489655,320.890381,261.063232,86.763496,288.156464,261.237549,85.756683,313.274567,173.765732,86.486481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2278,11.390000,327.023804,213.176132,86.289192,261.675293,175.044067,85.190994,248.200607,213.743393,85.262131,255.422745,261.404480,85.420731,264.059692,212.210281,84.731407,311.617126,211.310410,85.487160,320.887878,261.069336,86.771706,288.159119,261.234650,85.753677,313.275513,173.767059,86.484840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2279,11.395000,327.028351,213.176468,86.274628,261.678558,175.050110,85.191208,248.170929,213.741730,85.277390,255.424744,261.392731,85.411064,264.049316,212.141357,84.703217,311.610748,211.309174,85.486748,320.888763,261.072540,86.774353,288.159363,261.232910,85.753822,313.276764,173.768555,86.490517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2280,11.400000,327.028015,213.171448,86.277840,261.683411,175.045563,85.189026,248.181854,213.749252,85.274940,255.427689,261.402405,85.412971,264.059326,212.174622,84.721237,311.615936,211.316620,85.489967,320.889679,261.070007,86.769897,288.156891,261.233185,85.757072,313.273193,173.771332,86.488800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2281,11.405000,327.024963,213.174622,86.272141,261.674988,175.049255,85.187424,248.213150,213.575439,85.194275,255.424316,261.402283,85.418343,264.053497,212.185532,84.728912,311.608978,211.317535,85.489349,320.887726,261.075073,86.774033,288.159882,261.238525,85.755646,313.283112,173.764114,86.486397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2282,11.410000,327.027008,213.173035,86.272057,261.681885,175.048752,85.183357,248.180206,213.733994,85.270180,255.426376,261.406616,85.417183,264.054474,212.178894,84.725929,311.613220,211.313126,85.486847,320.885468,261.075562,86.775948,288.158478,261.232880,85.755592,313.272278,173.769180,86.488495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2283,11.415000,327.029114,213.167999,86.272751,261.674194,175.044785,85.185661,248.186188,213.744797,85.276466,255.425476,261.396118,85.414650,264.061493,212.179581,84.721802,311.615509,211.311081,85.485321,320.888153,261.076721,86.775299,288.160461,261.229828,85.753769,313.280426,173.764450,86.487343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2284,11.420000,327.026154,213.164261,86.267662,261.674225,175.044373,85.184662,248.190659,213.742752,85.269814,255.427628,261.403168,85.420517,264.060333,212.181534,84.722641,311.617462,211.315948,85.482048,320.887634,261.075256,86.774536,288.155334,261.236755,85.755409,313.279907,173.765076,86.486427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2285,11.425000,327.027588,213.162643,86.270302,261.678131,175.042007,85.186256,248.191605,213.744003,85.267632,255.428253,261.412628,85.419174,264.052490,212.177368,84.728394,311.606445,211.313080,85.487663,320.888824,261.073700,86.769264,288.158936,261.237305,85.756874,313.279419,173.764969,86.483917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2286,11.430000,327.030029,213.166840,86.270775,261.674408,175.039001,85.188309,248.186264,213.743271,85.271271,255.426849,261.406311,85.419487,264.051331,212.187149,84.727936,311.605927,211.307831,85.483383,320.891022,261.068512,86.769585,288.154510,261.236572,85.758575,313.279785,173.763000,86.487457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2287,11.435000,327.022278,213.172729,86.287842,261.680450,175.033279,85.184097,248.188690,213.745132,85.272995,255.421188,261.405731,85.423492,264.059204,212.184662,84.725418,311.616302,211.295242,85.424637,320.886047,261.071411,86.773636,288.158752,261.234039,85.753120,313.277618,173.766129,86.489090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2288,11.440000,327.030823,213.172470,86.275551,261.677795,175.041290,85.188072,248.191315,213.743713,85.269196,255.426407,261.399139,85.411201,264.060669,212.182663,84.724113,311.617676,211.291870,85.415054,320.890045,261.071289,86.777924,288.157562,261.236847,85.754494,313.269928,173.773392,86.494690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2289,11.445000,327.017120,213.175293,86.286919,261.675629,175.041519,85.188019,248.191803,213.744247,85.271362,255.432907,261.400757,85.415359,264.049591,212.187592,84.727051,311.613251,211.305313,85.482109,320.882812,261.075012,86.776337,288.153290,261.237213,85.757729,313.267456,173.780228,86.497147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2290,11.450000,327.020111,213.182251,86.289688,261.674347,175.053604,85.188034,248.183899,213.743286,85.275002,255.429245,261.397186,85.413315,264.051178,212.183197,84.728180,311.604034,211.318008,85.493889,320.886597,261.074127,86.775566,288.157959,261.236877,85.757393,313.266510,173.778030,86.496231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2291,11.455000,327.025421,213.179565,86.290695,261.679108,175.046951,85.189354,248.188065,213.741943,85.273933,255.430069,261.406250,85.413979,264.126221,212.272781,84.718513,311.616455,211.320099,85.489883,320.889923,261.071869,86.773972,288.151855,261.240631,85.762550,313.275665,173.776947,86.490822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2292,11.460000,327.031616,213.169769,86.271446,261.679840,175.038025,85.186790,248.195984,213.752197,85.268677,255.431122,261.397095,85.412300,264.132538,212.280792,84.712997,311.610809,211.320892,85.496239,320.890900,261.072754,86.772217,288.159058,261.241760,85.758606,313.289581,173.760544,86.486359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2293,11.465000,327.022644,213.178223,86.273415,261.674438,175.047409,85.186478,248.194489,213.743698,85.271416,255.427536,261.405365,85.418564,264.062714,212.187363,84.725876,311.614594,211.321457,85.490265,320.885895,261.074097,86.775642,288.158813,261.238586,85.756325,313.281677,173.763596,86.482216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2294,11.470000,327.028076,213.176361,86.273170,261.679596,175.044846,85.185623,248.190445,213.741745,85.270218,255.421524,261.400665,85.419212,264.099762,212.665558,84.870087,311.611664,211.317352,85.490723,320.882355,261.076111,86.774704,288.157166,261.233215,85.756790,313.280060,173.764374,86.485291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2295,11.475000,327.026154,213.179352,86.279274,261.684082,175.046982,85.191536,248.193954,213.746628,85.268997,255.428253,261.405701,85.422615,264.112457,212.326767,84.718369,311.501465,211.536789,85.663246,320.886597,261.077240,86.771172,288.157104,261.232239,85.756660,313.278259,173.770203,86.490326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2296,11.480000,327.021606,213.181610,86.294556,261.681427,175.049026,85.192093,248.192108,213.744324,85.272949,255.428940,261.401337,85.416107,264.104004,212.655334,84.859886,311.599731,211.364761,85.524277,320.889099,261.075928,86.776970,288.158417,261.236847,85.757744,313.273224,173.775391,86.494110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2297,11.485000,327.025055,213.181229,86.298813,261.678894,175.051041,85.187019,248.190109,213.745117,85.272560,255.423065,261.400391,85.418823,264.088898,212.758957,84.905960,311.620453,211.297318,85.473602,320.888550,261.073395,86.775108,288.157990,261.235809,85.760345,313.268982,173.776749,86.501228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2298,11.490000,327.028900,213.174438,86.280487,261.680817,175.040817,85.186157,248.189865,213.744156,85.274902,255.426712,261.405945,85.423882,264.063873,212.202820,84.730904,311.618011,211.302414,85.486481,320.894409,261.071930,86.766594,288.157196,261.240906,85.759987,313.277191,173.771820,86.491730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2299,11.495000,327.028564,213.178329,86.290352,261.676727,175.039749,85.184998,248.191223,213.743958,85.269577,255.426651,261.407837,85.426292,264.131378,212.565094,84.892685,311.616821,211.311768,85.493744,320.885040,261.072601,86.776871,288.158508,261.241241,85.754364,313.281067,173.762909,86.489281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2300,11.500000,327.032898,213.175766,86.277344,261.684540,175.039993,85.184967,248.187103,213.741058,85.267998,255.422836,261.406403,85.423355,264.094910,212.751038,84.900337,311.609192,211.322937,85.491989,320.885895,261.077667,86.772049,288.161469,261.235901,85.754463,313.275452,173.764954,86.487907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2301,11.505000,327.020721,213.177155,86.285370,261.680756,175.047501,85.188065,248.188934,213.743210,85.270699,255.426437,261.399384,85.416908,264.054077,212.174744,84.776825,311.611633,211.309952,85.483307,320.884491,261.075989,86.775528,288.156921,261.234039,85.758377,313.274933,173.768097,86.492401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2302,11.510000,327.024475,213.172455,86.287697,261.681396,175.048431,85.188194,248.188538,213.740479,85.272911,255.427307,261.397827,85.418694,264.045624,212.140182,84.712852,311.619843,211.302002,85.488174,320.888153,261.074219,86.773132,288.154938,261.226807,85.758698,313.269135,173.776611,86.495476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2303,11.515000,327.030243,213.169128,86.274849,261.680054,175.043976,85.185211,248.190247,213.744965,85.270981,255.427902,261.405853,85.417946,264.055267,212.169678,84.721718,311.613373,211.311111,85.488289,320.887451,261.073792,86.777710,288.159576,261.229034,85.756554,313.283905,173.764450,86.489494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2304,11.520000,327.028046,213.166672,86.271820,261.681702,175.036758,85.190353,248.191650,213.736847,85.270111,255.423782,261.404816,85.416176,264.105652,212.676208,84.871628,311.606598,211.314209,85.491577,320.889282,261.075348,86.769302,288.159302,261.230835,85.756615,313.286102,173.758667,86.483902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2305,11.525000,327.026184,213.172928,86.270767,261.679871,175.041077,85.190361,248.191177,213.750488,85.274742,255.428589,261.412689,85.421387,264.075226,212.823013,84.918968,311.614380,211.311264,85.486504,320.886017,261.070526,86.772133,288.158112,261.235931,85.755394,313.270294,173.769165,86.491150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2306,11.530000,327.026733,213.172409,86.276871,261.677399,175.037582,85.181679,248.188812,213.752151,85.271080,255.428101,261.402252,85.419151,264.053589,212.205338,84.733017,311.612183,211.319031,85.490013,320.891418,261.070892,86.772240,288.160919,261.238525,85.754219,313.280670,173.768417,86.491493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2307,11.535000,327.026123,213.176773,86.289505,261.675903,175.045929,85.190292,248.186615,213.748260,85.273170,255.433029,261.397308,85.416634,264.047363,212.139938,84.706841,311.611267,211.313904,85.490936,320.886200,261.075745,86.770912,288.161499,261.227020,85.755348,313.270233,173.775665,86.497108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2308,11.540000,327.034729,213.175751,86.276459,261.680725,175.039505,85.185165,248.187241,213.743210,85.272629,255.423218,261.403961,85.415344,264.056030,212.173126,84.718147,311.611908,211.315140,85.488457,320.889252,261.074799,86.772217,288.156403,261.230316,85.757591,313.275696,173.769073,86.492302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2309,11.545000,327.025665,213.166031,86.268356,261.675079,175.051697,85.188545,248.187500,213.746292,85.274254,255.422714,261.406616,85.422188,264.134186,212.273315,84.713142,311.610931,211.314529,85.484848,320.888611,261.072754,86.774277,288.161835,261.236237,85.755127,313.273895,173.768112,86.490868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2310,11.550000,327.017578,213.172821,86.286285,261.678497,175.051682,85.189568,248.185928,213.742645,85.271133,255.429749,261.397614,85.415047,264.096527,212.685242,84.875946,311.613586,211.316345,85.486649,320.887817,261.068909,86.770035,288.153442,261.235260,85.756821,313.282654,173.762680,86.489532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2311,11.555000,327.023926,213.166962,86.274857,261.677368,175.047394,85.187202,248.188828,213.740540,85.268242,255.422714,261.409790,85.418030,264.120911,212.299789,84.706398,311.612488,211.314468,85.488548,320.886353,261.070862,86.773560,288.164154,261.231812,85.751579,313.281586,173.762634,86.486931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2312,11.560000,327.026947,213.169647,86.271515,261.675507,175.050156,85.190712,248.195267,213.738968,85.271347,255.424744,261.400208,85.419449,264.161438,212.741623,84.841293,311.611786,211.313034,85.487740,320.890137,261.070526,86.769066,288.157654,261.234802,85.757858,313.271362,173.769608,86.490074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2313,11.565000,327.017212,213.180954,86.287811,261.679962,175.045624,85.184418,248.194336,213.745132,85.271782,255.429260,261.403290,85.415329,264.087311,212.788467,84.912254,311.607361,211.306061,85.495224,320.888611,261.077393,86.770203,288.159027,261.238831,85.752052,313.275024,173.767578,86.490868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2314,11.570000,327.029083,213.177124,86.272743,261.676849,175.038422,85.191139,248.191040,213.740677,85.275589,255.422867,261.399323,85.410957,264.061554,212.204178,84.732376,311.611206,211.309875,85.493027,320.882690,261.073425,86.775337,288.154816,261.237305,85.756645,313.277008,173.766418,86.489822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2315,11.575000,327.021942,213.177658,86.287613,261.684052,175.045181,85.186234,248.187119,213.743668,85.273491,255.424316,261.406281,85.416382,264.049622,212.142059,84.705727,311.606689,211.317123,85.493134,320.888855,261.067749,86.773979,288.157654,261.238983,85.755920,313.276001,173.767715,86.489243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2316,11.580000,327.029388,213.176529,86.279984,261.674164,175.039124,85.191704,248.191360,213.748199,85.270950,255.426559,261.403870,85.421989,264.050934,212.175629,84.721939,311.611206,211.313614,85.487213,320.780090,260.991882,86.788055,288.159363,261.230408,85.755592,313.261169,173.777481,86.496307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2317,11.585000,327.027313,213.175156,86.286583,261.678284,175.048309,85.186104,248.192795,213.740173,85.267227,255.429901,261.398621,85.416046,264.053314,212.181030,84.723686,311.614685,211.308472,85.484329,320.890900,261.037445,86.759041,288.161407,261.235504,85.756699,313.270721,173.771469,86.490593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2318,11.590000,327.019012,213.181961,86.287697,261.680420,175.048279,85.182388,248.190796,213.746445,85.271835,255.426498,261.407379,85.418968,264.059448,212.183701,84.724434,311.609100,211.315140,85.486763,320.897430,261.069550,86.764259,288.154358,261.240143,85.758080,313.284058,173.761749,86.479912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2319,11.595000,327.028137,213.166687,86.271362,261.685486,175.044693,85.186729,248.184769,213.739212,85.270538,255.428436,261.398956,85.416656,264.051086,212.179306,84.726288,311.580719,211.394287,85.497459,320.890381,261.077789,86.767746,288.155884,261.240051,85.756355,313.276520,173.765945,86.484940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2320,11.600000,327.020386,213.174866,86.284576,261.683533,175.045731,85.188400,248.188538,213.742004,85.269753,255.425720,261.405853,85.417374,264.105011,212.668686,84.866478,311.609802,211.325806,85.491013,320.888062,261.074768,86.769722,288.344788,261.248169,85.644783,313.279236,173.767044,86.485970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2321,11.605000,327.031250,213.174011,86.274345,261.680542,175.040268,85.180679,248.188629,213.741653,85.269958,255.424179,261.404602,85.425064,264.048859,212.174210,84.775291,311.611481,211.304916,85.482498,320.888275,261.072754,86.767509,288.161804,261.244141,85.757767,313.281128,173.759781,86.482376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2322,11.610000,327.028656,213.170074,86.271744,261.680786,175.046768,85.186188,248.189194,213.744003,85.275650,255.430038,261.399323,85.416321,264.110107,212.641190,84.855476,311.621216,211.310333,85.475670,320.890350,261.066925,86.771324,288.152283,261.235168,85.760635,313.272705,173.768372,86.486984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2323,11.615000,327.029816,213.165558,86.265579,261.677582,175.052948,85.185257,248.189957,213.745346,85.270653,255.419083,261.409119,85.419113,264.088318,212.778046,84.902534,311.615417,211.311554,85.478752,320.890198,261.068207,86.771126,288.160065,261.231812,85.753990,313.265686,173.776993,86.492065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2324,11.620000,327.025818,213.173462,86.269226,261.678680,175.058105,85.187828,248.190613,213.742615,85.272339,255.425781,261.405914,85.418022,264.092438,212.744324,84.896919,311.616821,211.314819,85.486275,320.889008,261.072144,86.770317,288.152863,261.236816,85.758049,313.258667,173.785049,86.501663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2325,11.625000,327.026978,213.175919,86.271721,261.678619,175.056244,85.187119,248.192703,213.749191,85.270691,255.424973,261.408905,85.419937,264.128571,212.293716,84.712051,311.612762,211.306107,85.486549,320.888885,261.073273,86.768211,288.162689,261.230865,85.752121,313.254791,173.788620,86.503433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2326,11.630000,327.023987,213.172958,86.274948,261.680176,175.052826,85.188896,248.192841,213.749100,85.268265,255.423691,261.400269,85.414688,264.056213,212.160995,84.710579,311.610992,211.308212,85.487907,320.882111,261.068085,86.773201,288.159271,261.237732,85.752991,313.263397,173.777725,86.495148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2327,11.635000,327.028625,213.168198,86.266930,261.599091,175.117737,85.244118,248.191696,213.740128,85.269180,255.429260,261.393707,85.413689,264.127686,212.264618,84.714417,311.613007,211.313568,85.489563,320.891022,261.069122,86.765915,288.157806,261.231628,85.752708,313.274872,173.761444,86.482841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2328,11.640000,327.020355,213.172989,86.281425,261.678223,175.050415,85.182808,248.193741,213.746384,85.268173,255.425842,261.398468,85.412292,264.063171,212.190796,84.727722,311.609406,211.310135,85.488754,320.888611,261.071655,86.767197,288.158539,261.232269,85.753662,313.286621,173.755951,86.478149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2329,11.645000,327.033234,213.163574,86.271492,261.596832,175.109848,85.241272,248.192154,213.737061,85.270523,255.431091,261.404755,85.417549,264.124634,212.265045,84.714691,311.617615,211.314499,85.488106,320.894501,261.072754,86.768303,288.154968,261.232727,85.754692,313.284363,173.760361,86.481964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2330,11.650000,327.027191,213.169220,86.283997,261.676331,175.048645,85.188148,248.185791,213.744492,85.277122,255.418655,261.403656,85.421570,264.104828,212.681137,84.876060,311.610626,211.318481,85.482796,320.886871,261.075104,86.770187,288.161987,261.231628,85.751274,313.278778,173.765121,86.486458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2331,11.655000,327.030273,213.172958,86.270874,261.681915,175.048981,85.183624,248.187073,213.743378,85.268906,255.434280,261.400177,85.414253,264.052277,212.234253,84.744942,311.610260,211.308273,85.488815,320.886963,261.077301,86.773254,288.153442,261.241638,85.756439,313.274078,173.768707,86.492157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2332,11.660000,327.023560,213.178543,86.277985,261.677429,175.051102,85.191017,248.187408,213.746780,85.270195,255.423401,261.407867,85.421547,264.107544,212.650574,84.854530,311.607544,211.312500,85.487839,320.880127,261.077148,86.777794,288.151398,261.239899,85.758469,313.257172,173.783173,86.495827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2333,11.665000,327.023926,213.180878,86.276871,261.680145,175.052383,85.193825,248.189468,213.741592,85.274788,255.420624,261.404541,85.420105,264.078583,212.800354,84.910652,311.614319,211.321228,85.485550,320.890869,261.075104,86.768333,288.122986,261.226440,85.778572,313.273071,173.773453,86.492859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
