Format Version,1.23,Take Name,C11_F_4,Take Notes,,Capture Frame Rate,200.000000,Export Frame Rate,200.000000,Capture Start Time,2026-07-09 10.25.11.830 AM,Capture Start Frame,342413,Total Frames in Take,6036,Total Exported Frames,6036,Rotation Type,XYZ,Length Units,Millimeters,Coordinate Space,Global

,Type,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Unlabeled 1134,Unlabeled 1134,Unlabeled 1134,Unlabeled 1135,Unlabeled 1135,Unlabeled 1135,Unlabeled 1136,Unlabeled 1136,Unlabeled 1136,Unlabeled 1137,Unlabeled 1137,Unlabeled 1137,Unlabeled 1138,Unlabeled 1138,Unlabeled 1138,Unlabeled 1139,Unlabeled 1139,Unlabeled 1139,Unlabeled 1140,Unlabeled 1140,Unlabeled 1140,Unlabeled 1141,Unlabeled 1141,Unlabeled 1141,Unlabeled 1142,Unlabeled 1142,Unlabeled 1142,Unlabeled 1143,Unlabeled 1143,Unlabeled 1143
,ID,"4C3180B1AAA7B7411F1","4C3180B1AAA7B7411F1","4C3180B1AAA7B7411F1","4D4180B1AAA7B7411F1","4D4180B1AAA7B7411F1","4D4180B1AAA7B7411F1","520180B1AAA7B7411F1","520180B1AAA7B7411F1","520180B1AAA7B7411F1","679180B1AAA7B7411F1","679180B1AAA7B7411F1","679180B1AAA7B7411F1","67C180B1AAA7B7411F1","67C180B1AAA7B7411F1","67C180B1AAA7B7411F1","67D180B1AAA7B7411F1","67D180B1AAA7B7411F1","67D180B1AAA7B7411F1","685180B1AAA7B7411F1","685180B1AAA7B7411F1","685180B1AAA7B7411F1","6A5180B1AAA7B7411F1","6A5180B1AAA7B7411F1","6A5180B1AAA7B7411F1","6F3180B1AAA7B7411F1","6F3180B1AAA7B7411F1","6F3180B1AAA7B7411F1","6FE180B1AAA7B7411F1","6FE180B1AAA7B7411F1","6FE180B1AAA7B7411F1"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,289.283691,254.363037,84.782379,321.381500,255.066071,86.008080,313.143829,204.149475,84.895073,329.803314,206.428238,85.507942,249.997467,206.147827,84.218620,255.264633,254.146790,84.894356,265.454773,204.105972,84.522820,263.961182,157.314514,84.114975,318.244720,157.276581,83.808426,,,
1,0.005000,289.278381,254.365479,84.785164,321.304474,255.056595,85.951439,313.183685,204.193909,84.894669,329.806671,206.420471,85.501755,249.992645,206.161453,84.240723,255.260147,254.152924,84.894592,265.402924,204.071365,84.446167,263.978668,157.281189,84.112946,318.206818,157.285324,83.830681,,,
2,0.010000,289.281921,254.362854,84.781471,321.374847,255.061035,86.003632,313.125244,204.283875,84.704887,329.809296,206.430878,85.502693,250.029419,206.157791,84.302948,255.262939,254.153610,84.897675,265.451263,204.089767,84.505577,263.959534,157.315033,84.114548,318.276642,157.268234,83.793732,,,
3,0.015000,289.282654,254.361862,84.776756,321.304626,255.043304,85.940025,313.119781,204.307968,84.705269,329.805908,206.424347,85.504356,250.044281,206.159912,84.299950,255.266510,254.147888,84.894623,265.529449,203.923004,84.380608,263.958618,157.318588,84.119102,318.214905,157.276871,83.819519,,,
4,0.020000,289.283813,254.369019,84.781738,321.378021,255.061417,85.997032,313.176147,204.291183,84.894180,329.805664,206.418320,85.505814,249.997757,206.154556,84.227150,255.263565,254.152084,84.894157,265.464172,204.055801,84.485764,263.956421,157.316299,84.122597,318.191895,157.284348,83.836876,,,
5,0.025000,289.281036,254.370117,84.785675,321.300446,255.049850,85.944839,313.151428,204.100662,84.898132,329.811707,206.419144,85.507706,249.993301,206.145294,84.225815,255.263092,254.149170,84.901962,265.449921,204.120361,84.531708,263.979340,157.272186,84.111282,318.203857,157.285858,83.814468,,,
6,0.030000,289.272400,254.365646,84.790237,321.381683,255.065506,85.999397,313.150879,204.212677,84.684631,329.813171,206.419724,85.498238,249.991241,206.141068,84.224068,255.268631,254.143799,84.891365,265.453339,204.126129,84.525391,263.960999,157.312180,84.118179,318.231964,157.273422,83.808182,,,
7,0.035000,289.273285,254.363800,84.783165,321.378296,255.075424,86.030128,313.141205,204.156647,84.896729,329.805084,206.421875,85.500031,250.000443,206.144928,84.220596,255.257004,254.149231,84.902397,265.450806,204.113510,84.527824,263.948883,157.315079,84.119164,318.202484,157.279099,83.825073,,,
8,0.040000,289.282593,254.362762,84.779831,321.299561,255.048035,85.943794,313.158386,204.034790,84.893829,329.810730,206.422165,85.502235,249.999161,206.153412,84.232956,255.262817,254.143661,84.893333,265.451324,204.106247,84.520943,263.952911,157.317978,84.123802,318.194244,157.295120,83.843208,,,
9,0.045000,289.272980,254.371338,84.788231,321.293579,255.038742,85.902916,313.151520,204.217316,84.683846,329.805115,206.427368,85.505379,249.997650,206.154388,84.228630,255.263214,254.145798,84.897919,265.489380,203.963165,84.409225,263.955200,157.323227,84.121590,318.213196,157.298279,83.820442,,,
10,0.050000,289.285431,254.363113,84.778641,321.376770,255.064880,86.004425,313.123108,204.300613,84.703552,329.812225,206.414551,85.497704,249.995804,206.144165,84.222794,255.267822,254.147919,84.898346,265.457764,204.066376,84.495415,263.971954,157.285690,84.129936,318.214172,157.285538,83.822395,,,
11,0.055000,289.283508,254.371613,84.777122,321.296783,255.062576,85.953415,313.117371,204.312851,84.709663,329.810211,206.419128,85.504890,250.036087,206.154541,84.290962,255.261566,254.151321,84.898964,265.527649,203.935028,84.379265,263.952332,157.310410,84.118782,318.199310,157.281372,83.836174,,,
12,0.060000,289.280090,254.364456,84.781860,321.379517,255.063858,86.001190,313.148163,204.142776,84.893776,329.809448,206.416016,85.499794,250.003036,206.142975,84.220810,255.258240,254.154327,84.900841,265.457123,204.066803,84.492523,263.958557,157.313461,84.117188,318.188904,157.276932,83.830170,,,
13,0.065000,289.281311,254.366302,84.784027,321.301331,255.051010,85.946564,313.160248,203.993500,84.891273,329.805969,206.415756,85.497688,249.990692,206.151215,84.217827,255.256180,254.151855,84.901733,265.454681,204.119171,84.530731,263.954956,157.314011,84.117897,318.250671,157.261444,83.805786,,,
14,0.070000,289.280487,254.367798,84.781990,321.302032,255.036987,85.898552,313.158234,204.201126,84.682411,329.812653,206.420517,85.502281,250.000214,206.144669,84.217712,255.267853,254.143005,84.892433,265.452881,204.119308,84.531288,263.955353,157.309586,84.115166,318.222260,157.276184,83.815216,,,
15,0.075000,289.282196,254.361267,84.782181,321.299347,255.035278,85.908264,313.111633,204.308105,84.707970,329.812042,206.409241,85.502594,249.996185,206.147873,84.228165,255.267410,254.142548,84.896248,265.457886,204.104889,84.521698,263.958313,157.312607,84.120544,318.212128,157.276276,83.834328,,,
16,0.080000,289.287384,254.372803,84.782730,321.301117,255.038803,85.919266,313.140930,204.158401,84.900330,329.803375,206.421967,85.505791,249.998077,206.160339,84.224854,255.267319,254.150238,84.897980,265.529846,203.924423,84.378716,263.956207,157.312775,84.116875,318.218201,157.277328,83.819633,,,
17,0.085000,289.287567,254.367294,84.778625,321.303192,255.040085,85.916229,313.157013,204.003845,84.890526,329.806976,206.426483,85.506638,250.006943,206.150528,84.224060,255.262817,254.153488,84.896980,265.335724,204.209183,84.560242,263.955658,157.318741,84.119255,318.225067,157.285156,83.822449,,,
18,0.090000,289.279388,254.374146,84.782082,321.301666,255.035187,85.917290,313.156677,204.203323,84.680054,329.808929,206.423767,85.508629,250.049149,206.164703,84.295105,255.264664,254.151520,84.899689,265.446381,204.208679,84.588829,263.957001,157.316666,84.116837,318.223755,157.287277,83.813591,,,
