Format Version,1.23,Take Name,C11_F_3,Take Notes,,Capture Frame Rate,200.000000,Export Frame Rate,200.000000,Capture Start Time,2026-07-09 10.24.38.724 AM,Capture Start Frame,335792,Total Frames in Take,5606,Total Exported Frames,5606,Rotation Type,XYZ,Length Units,Millimeters,Coordinate Space,Global

,Type,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Unlabeled 1122,Unlabeled 1122,Unlabeled 1122,Unlabeled 1123,Unlabeled 1123,Unlabeled 1123,Unlabeled 1124,Unlabeled 1124,Unlabeled 1124,Unlabeled 1125,Unlabeled 1125,Unlabeled 1125,Unlabeled 1126,Unlabeled 1126,Unlabeled 1126,Unlabeled 1127,Unlabeled 1127,Unlabeled 1127,Unlabeled 1128,Unlabeled 1128,Unlabeled 1128,Unlabeled 1129,Unlabeled 1129,Unlabeled 1129,Unlabeled 1130,Unlabeled 1130,Unlabeled 1130,Unlabeled 1131,Unlabeled 1131,Unlabeled 1131,Unlabeled 1132,Unlabeled 1132,Unlabeled 1132,Unlabeled 1133,Unlabeled 1133,Unlabeled 1133
,ID,"4C3180B1AAA7B7411F1","4C3180B1AAA7B7411F1","4C3180B1AAA7B7411F1","4D4180B1AAA7B7411F1","4D4180B1AAA7B7411F1","4D4180B1AAA7B7411F1","520180B1AAA7B7411F1","520180B1AAA7B7411F1","520180B1AAA7B7411F1","679180B1AAA7B7411F1","679180B1AAA7B7411F1","679180B1AAA7B7411F1","67C180B1AAA7B7411F1","67C180B1AAA7B7411F1","67C180B1AAA7B7411F1","67D180B1AAA7B7411F1","67D180B1AAA7B7411F1","67D180B1AAA7B7411F1","685180B1AAA7B7411F1","685180B1AAA7B7411F1","685180B1AAA7B7411F1","6A5180B1AAA7B7411F1","6A5180B1AAA7B7411F1","6A5180B1AAA7B7411F1","6F3180B1AAA7B7411F1","6F3180B1AAA7B7411F1","6F3180B1AAA7B7411F1","6FB180B1AAA7B7411F1","6FB180B1AAA7B7411F1","6FB180B1AAA7B7411F1","6FC180B1AAA7B7411F1","6FC180B1AAA7B7411F1","6FC180B1AAA7B7411F1","6FD180B1AAA7B7411F1","6FD180B1AAA7B7411F1","6FD180B1AAA7B7411F1"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,289.293335,254.370453,84.778664,321.387054,255.057602,86.010536,313.124054,204.298691,84.703033,329.803070,206.414169,85.505287,250.059570,206.160416,84.291130,255.268219,254.142288,84.900055,265.529419,204.089493,84.481865,264.008881,157.311356,84.103706,318.200653,157.285294,83.811447,1431.141479,-732.004272,-327.097534,,,,,,
1,0.005000,289.289337,254.365707,84.779678,321.307953,255.046906,85.951920,313.137146,204.139969,84.896080,329.797699,206.407639,85.498703,250.025543,206.139893,84.216599,255.268158,254.143478,84.896553,265.526825,204.083267,84.479843,264.004120,157.311600,84.107307,318.220215,157.265427,83.802650,1431.144043,-732.018982,-327.102051,,,,,,
2,0.010000,289.291595,254.371887,84.780289,321.296692,255.032150,85.908287,313.139313,204.221924,84.686653,329.796387,206.406754,85.500290,249.659332,205.891174,84.195656,255.266632,254.143982,84.899734,265.532043,204.064957,84.463356,264.002625,157.309418,84.108910,318.215118,157.268860,83.800591,1431.175293,-732.054016,-327.140717,,,,,,
3,0.015000,289.284576,254.376556,84.781128,321.302979,255.029892,85.910126,313.118469,204.300674,84.694931,329.802704,206.403595,85.495216,249.797287,206.013107,84.319244,255.268097,254.142044,84.898529,265.531281,204.062790,84.468422,264.008057,157.307236,84.101830,318.237671,157.259430,83.792641,1431.177734,-732.060120,-327.157349,,,,,,
4,0.020000,289.282440,254.364044,84.781815,321.300171,255.039001,85.913673,313.121826,204.295166,84.703773,329.794250,206.413498,85.496399,250.005997,206.147064,84.206680,255.265289,254.151047,84.896820,265.531067,204.058792,84.465340,264.005188,157.311111,84.104973,318.238861,157.267334,83.799255,1431.157959,-732.031006,-327.131653,,,,,,
5,0.025000,289.285583,254.366608,84.780167,321.384918,255.063385,86.011574,313.119537,204.291138,84.705536,329.792908,206.420731,85.505150,250.042740,206.149857,84.208176,255.273819,254.150116,84.892525,265.527924,204.061264,84.461830,264.004272,157.313858,84.109848,318.222595,157.281860,83.804192,1431.190430,-732.085754,-327.163574,,,,,,
