time_s,arduino_ms,force_N,rx_ohm,state,cycle,target_force_N,measure_needed,measure_ready,hold_elapsed_s,raw_line
0.0005062,3409985,-0,5.962,DONE,20,0,0,0,0,"DATA,3409985,-0.000,5.962,DONE,20,0.000,0,0,0.00"
0.0680811,3410085,-0,5.96,DONE,20,0,0,0,0,"DATA,3410085,-0.000,5.960,DONE,20,0.000,0,0,0.00"
0.2015212,3410185,-0,5.924,DONE,20,0,0,0,0,"DATA,3410185,-0.000,5.924,DONE,20,0.000,0,0,0.00"
0.2632802,3410285,-0,5.947,DONE,20,0,0,0,0,"DATA,3410285,-0.000,5.947,DONE,20,0.000,0,0,0.00"
0.3673632,3410385,-0,5.924,DONE,20,0,0,0,0,"DATA,3410385,-0.000,5.924,DONE,20,0.000,0,0,0.00"
0.4621068,3410485,-0,5.924,DONE,20,0,0,0,0,"DATA,3410485,-0.000,5.924,DONE,20,0.000,0,0,0.00"
0.557561,3410585,-0,5.924,DONE,20,0,0,0,0,"DATA,3410585,-0.000,5.924,DONE,20,0.000,0,0,0.00"
0.6680586,3410685,-0,5.919,DONE,20,0,0,0,0,"DATA,3410685,-0.000,5.919,DONE,20,0.000,0,0,0.00"
0.7626488,3410785,-0,5.896,DONE,20,0,0,0,0,"DATA,3410785,-0.000,5.896,DONE,20,0.000,0,0,0.00"
0.8579904,3410885,-0,5.88,DONE,20,0,0,0,0,"DATA,3410885,-0.000,5.880,DONE,20,0.000,0,0,0.00"
0.968355,3410985,-0,5.859,DONE,20,0,0,0,0,"DATA,3410985,-0.000,5.859,DONE,20,0.000,0,0,0.00"
1.0634424,3411085,-0,5.865,DONE,20,0,0,0,0,"DATA,3411085,-0.000,5.865,DONE,20,0.000,0,0,0.00"
1.1584402,3411185,-0,5.857,DONE,20,0,0,0,0,"DATA,3411185,-0.000,5.857,DONE,20,0.000,0,0,0.00"
1.2695855,3411285,-0,5.845,DONE,20,0,0,0,0,"DATA,3411285,-0.000,5.845,DONE,20,0.000,0,0,0.00"
1.3650281,3411385,-0,5.84,DONE,20,0,0,0,0,"DATA,3411385,-0.000,5.840,DONE,20,0.000,0,0,0.00"
1.4600297,3411485,-0,5.836,DONE,20,0,0,0,0,"DATA,3411485,-0.000,5.836,DONE,20,0.000,0,0,0.00"
