time_s,arduino_ms,force_N,rx_ohm,state,cycle,target_force_N,measure_needed,measure_ready,hold_elapsed_s,raw_line
0.0006283,855686,-0.018,3.677,DONE,20,0,0,0,0,"DATA,855686,-0.018,3.677,DONE,20,0.000,0,0,0.00"
0.0704459,855786,-0.018,3.679,DONE,20,0,0,0,0,"DATA,855786,-0.018,3.679,DONE,20,0.000,0,0,0.00"
0.3863252,855886,-0.018,3.698,DONE,20,0,0,0,0,"DATA,855886,-0.018,3.698,DONE,20,0.000,0,0,0.00"
0.3893597,855986,-0.018,3.706,DONE,20,0,0,0,0,"DATA,855986,-0.018,3.706,DONE,20,0.000,0,0,0.00"
0.3910505,856086,-0.018,3.688,DONE,20,0,0,0,0,"DATA,856086,-0.018,3.688,DONE,20,0.000,0,0,0.00"
0.4782423,856186,-0.018,3.699,DONE,20,0,0,0,0,"DATA,856186,-0.018,3.699,DONE,20,0.000,0,0,0.00"
0.5721005,856286,-0.018,3.724,DONE,20,0,0,0,0,"DATA,856286,-0.018,3.724,DONE,20,0.000,0,0,0.00"
0.682264,856386,-0.018,3.726,DONE,20,0,0,0,0,"DATA,856386,-0.018,3.726,DONE,20,0.000,0,0,0.00"
0.7764942,856486,-0.018,3.743,DONE,20,0,0,0,0,"DATA,856486,-0.018,3.743,DONE,20,0.000,0,0,0.00"
0.8708904,856586,-0.018,3.7,DONE,20,0,0,0,0,"DATA,856586,-0.018,3.700,DONE,20,0.000,0,0,0.00"
0.9817595,856686,-0.018,3.742,DONE,20,0,0,0,0,"DATA,856686,-0.018,3.742,DONE,20,0.000,0,0,0.00"
1.0761184,856786,-0.018,3.745,DONE,20,0,0,0,0,"DATA,856786,-0.018,3.745,DONE,20,0.000,0,0,0.00"
1.1706985,856886,-0.018,3.757,DONE,20,0,0,0,0,"DATA,856886,-0.018,3.757,DONE,20,0.000,0,0,0.00"
1.286839,856986,-0.018,3.749,DONE,20,0,0,0,0,"DATA,856986,-0.018,3.749,DONE,20,0.000,0,0,0.00"
