time_s,arduino_ms,force_N,rx_ohm,state,step,target_strain_pct,raw_line
0.0341502,9191109,0.012,4.8,DONE,8,5,"DATA,9191109,0.012,4.800,DONE,8,5.000"
0.3197197,9191209,0.012,4.818,DONE,8,5,"DATA,9191209,0.012,4.818,DONE,8,5.000"
0.321234,9191309,0.012,4.826,DONE,8,5,"DATA,9191309,0.012,4.826,DONE,8,5.000"
0.3221207,9191409,0.012,4.826,DONE,8,5,"DATA,9191409,0.012,4.826,DONE,8,5.000"
0.4054974,9191509,0.012,4.819,DONE,8,5,"DATA,9191509,0.012,4.819,DONE,8,5.000"
0.499763,9191609,0.012,4.82,DONE,8,5,"DATA,9191609,0.012,4.820,DONE,8,5.000"
0.6109964,9191709,0.012,4.83,DONE,8,5,"DATA,9191709,0.012,4.830,DONE,8,5.000"
0.7061513,9191809,0.012,4.81,DONE,8,5,"DATA,9191809,0.012,4.810,DONE,8,5.000"
0.8000764,9191909,0.012,4.813,DONE,8,5,"DATA,9191909,0.012,4.813,DONE,8,5.000"
0.9109114,9192009,0.012,4.815,DONE,8,5,"DATA,9192009,0.012,4.815,DONE,8,5.000"
1.0061674,9192109,0.012,4.808,DONE,8,5,"DATA,9192109,0.012,4.808,DONE,8,5.000"
1.1002073,9192209,0.012,4.806,DONE,8,5,"DATA,9192209,0.012,4.806,DONE,8,5.000"
1.2103201,9192309,0.012,4.805,DONE,8,5,"DATA,9192309,0.012,4.805,DONE,8,5.000"
1.3034094,9192409,0.012,4.792,DONE,8,5,"DATA,9192409,0.012,4.792,DONE,8,5.000"
1.3986506,9192509,0.012,4.785,DONE,8,5,"DATA,9192509,0.012,4.785,DONE,8,5.000"
1.5098169,9192609,0.012,4.764,DONE,8,5,"DATA,9192609,0.012,4.764,DONE,8,5.000"
1.6052332,9192709,0.012,4.761,DONE,8,5,"DATA,9192709,0.012,4.761,DONE,8,5.000"
1.699533,9192809,0.012,4.753,DONE,8,5,"DATA,9192809,0.012,4.753,DONE,8,5.000"
1.8100225,9192909,0.012,4.727,DONE,8,5,"DATA,9192909,0.012,4.727,DONE,8,5.000"
1.9053774,9193009,0.012,4.723,DONE,8,5,"DATA,9193009,0.012,4.723,DONE,8,5.000"
2.0001107,9193109,0.012,4.7,DONE,8,5,"DATA,9193109,0.012,4.700,DONE,8,5.000"
2.1106571,9193209,0.012,4.715,DONE,8,5,"DATA,9193209,0.012,4.715,DONE,8,5.000"
2.2056986,9193309,0.012,4.655,DONE,8,5,"DATA,9193309,0.012,4.655,DONE,8,5.000"
2.3003261,9193409,0.012,4.674,DONE,8,5,"DATA,9193409,0.012,4.674,DONE,8,5.000"
2.4108049,9193509,0.012,4.635,DONE,8,5,"DATA,9193509,0.012,4.635,DONE,8,5.000"
2.5059181,9193609,0.012,4.651,DONE,8,5,"DATA,9193609,0.012,4.651,DONE,8,5.000"
2.6008653,9193709,0.012,4.619,DONE,8,5,"DATA,9193709,0.012,4.619,DONE,8,5.000"
2.7123392,9193809,0.012,4.628,DONE,8,5,"DATA,9193809,0.012,4.628,DONE,8,5.000"
2.8080531,9193909,0.012,4.618,DONE,8,5,"DATA,9193909,0.012,4.618,DONE,8,5.000"
2.9021956,9194009,0.012,4.601,DONE,8,5,"DATA,9194009,0.012,4.601,DONE,8,5.000"
3.0133993,9194109,0.012,4.571,DONE,8,5,"DATA,9194109,0.012,4.571,DONE,8,5.000"
3.1082797,9194209,0.012,4.591,DONE,8,5,"DATA,9194209,0.012,4.591,DONE,8,5.000"
3.2021795,9194309,0.012,4.585,DONE,8,5,"DATA,9194309,0.012,4.585,DONE,8,5.000"
3.3287879,9194409,0.012,4.571,DONE,8,5,"DATA,9194409,0.012,4.571,DONE,8,5.000"
3.4074554,9194509,0.012,4.568,DONE,8,5,"DATA,9194509,0.012,4.568,DONE,8,5.000"
3.5027097,9194609,0.012,4.556,DONE,8,5,"DATA,9194609,0.012,4.556,DONE,8,5.000"
3.6138376,9194709,0.012,4.539,DONE,8,5,"DATA,9194709,0.012,4.539,DONE,8,5.000"
3.710925,9194809,0.012,4.553,DONE,8,5,"DATA,9194809,0.012,4.553,DONE,8,5.000"
3.8044616,9194909,0.012,4.528,DONE,8,5,"DATA,9194909,0.012,4.528,DONE,8,5.000"
3.9142505,9195009,0.012,4.548,DONE,8,5,"DATA,9195009,0.012,4.548,DONE,8,5.000"
4.0123002,9195109,0.012,4.532,DONE,8,5,"DATA,9195109,0.012,4.532,DONE,8,5.000"
4.1054303,9195209,0.012,4.521,DONE,8,5,"DATA,9195209,0.012,4.521,DONE,8,5.000"
4.2160391,9195309,0.012,4.545,DONE,8,5,"DATA,9195309,0.012,4.545,DONE,8,5.000"
4.3099255,9195409,0.012,4.548,DONE,8,5,"DATA,9195409,0.012,4.548,DONE,8,5.000"
4.4050059,9195509,0.012,4.542,DONE,8,5,"DATA,9195509,0.012,4.542,DONE,8,5.000"
4.5165303,9195609,0.012,4.534,DONE,8,5,"DATA,9195609,0.012,4.534,DONE,8,5.000"
4.6117293,9195709,0.012,4.542,DONE,8,5,"DATA,9195709,0.012,4.542,DONE,8,5.000"
4.70721,9195809,0.012,4.539,DONE,8,5,"DATA,9195809,0.012,4.539,DONE,8,5.000"
4.8021539,9195909,0.012,4.571,DONE,8,5,"DATA,9195909,0.012,4.571,DONE,8,5.000"
4.9134941,9196009,0.012,4.573,DONE,8,5,"DATA,9196009,0.012,4.573,DONE,8,5.000"
