time_s,arduino_ms,force_N,rx_ohm,state,step,target_strain_pct,raw_line
0.0005347,1384834,-2.417,5.209,DONE,8,5,"DATA,1384834,-2.417,5.209,DONE,8,5.000"
0.0710608,1384934,-2.418,5.242,DONE,8,5,"DATA,1384934,-2.418,5.242,DONE,8,5.000"
0.3486186,1385034,-2.418,5.225,DONE,8,5,"DATA,1385034,-2.418,5.225,DONE,8,5.000"
0.349733,1385134,-2.418,5.237,DONE,8,5,"DATA,1385134,-2.418,5.237,DONE,8,5.000"
0.3681682,1385234,-2.418,5.221,DONE,8,5,"DATA,1385234,-2.418,5.221,DONE,8,5.000"
0.4642962,1385334,-2.418,5.221,DONE,8,5,"DATA,1385334,-2.418,5.221,DONE,8,5.000"
0.575322,1385434,-2.418,5.231,DONE,8,5,"DATA,1385434,-2.418,5.231,DONE,8,5.000"
0.67036,1385534,-2.417,5.23,DONE,8,5,"DATA,1385534,-2.417,5.230,DONE,8,5.000"
0.7658032,1385634,-2.417,5.222,DONE,8,5,"DATA,1385634,-2.417,5.222,DONE,8,5.000"
0.8611827,1385734,-2.417,5.208,DONE,8,5,"DATA,1385734,-2.417,5.208,DONE,8,5.000"
0.9729409,1385834,-2.417,5.235,DONE,8,5,"DATA,1385834,-2.417,5.235,DONE,8,5.000"
1.0694017,1385934,-2.417,5.244,DONE,8,5,"DATA,1385934,-2.417,5.244,DONE,8,5.000"
1.1648875,1386034,-2.417,5.223,DONE,8,5,"DATA,1386034,-2.417,5.223,DONE,8,5.000"
1.2758485,1386134,-2.418,5.222,DONE,8,5,"DATA,1386134,-2.418,5.222,DONE,8,5.000"
1.3692521,1386234,-2.418,5.211,DONE,8,5,"DATA,1386234,-2.418,5.211,DONE,8,5.000"
1.4641549,1386334,-2.417,5.209,DONE,8,5,"DATA,1386334,-2.417,5.209,DONE,8,5.000"
1.5756774,1386434,-2.417,5.203,DONE,8,5,"DATA,1386434,-2.417,5.203,DONE,8,5.000"
1.6753866,1386534,-2.417,5.191,DONE,8,5,"DATA,1386534,-2.417,5.191,DONE,8,5.000"
1.7658217,1386634,-2.417,5.208,DONE,8,5,"DATA,1386634,-2.417,5.208,DONE,8,5.000"
1.8612294,1386734,-2.417,5.184,DONE,8,5,"DATA,1386734,-2.417,5.184,DONE,8,5.000"
1.9726604,1386834,-2.417,5.204,DONE,8,5,"DATA,1386834,-2.417,5.204,DONE,8,5.000"
2.0687438,1386934,-2.417,5.2,DONE,8,5,"DATA,1386934,-2.417,5.200,DONE,8,5.000"
2.1648267,1387034,-2.417,5.203,DONE,8,5,"DATA,1387034,-2.417,5.203,DONE,8,5.000"
2.2739046,1387134,-2.417,4.745,DONE,8,5,"DATA,1387134,-2.417,4.745,DONE,8,5.000"
2.3680811,1387234,-2.417,5.187,DONE,8,5,"DATA,1387234,-2.417,5.187,DONE,8,5.000"
2.4637629,1387334,-2.417,5.189,DONE,8,5,"DATA,1387334,-2.417,5.189,DONE,8,5.000"
2.58803,1387434,-2.417,5.169,DONE,8,5,"DATA,1387434,-2.417,5.169,DONE,8,5.000"
2.6681669,1387534,-2.417,5.184,DONE,8,5,"DATA,1387534,-2.417,5.184,DONE,8,5.000"
2.7637505,1387634,-2.417,5.166,DONE,8,5,"DATA,1387634,-2.417,5.166,DONE,8,5.000"
