rawData = [
761,16.53,0.71
762,16.52,0.55
763,16.51,0.62
764,16.51,0.63
765,16.51,0.67
766,16.51,0.54
767,16.51,0.56
768,16.50,0.64
769,16.49,0.64
770,16.58,0.69
771,16.50,0.57
772,16.49,0.62
773,16.46,0.62
774,16.46,0.70
775,16.50,0.53
776,16.47,0.55
777,16.48,0.61
778,16.49,0.62
779,16.49,0.73
780,16.48,0.54
781,16.48,0.59
782,16.47,0.62
783,16.45,0.69
784,16.46,0.52
785,16.44,0.58
786,16.45,0.62
787,16.46,0.64
788,16.46,0.73
789,16.46,0.55
790,16.45,0.61
791,16.46,0.65
792,16.45,0.70
793,16.44,0.54
794,16.45,0.57
795,16.43,0.62
796,16.43,0.64
797,16.42,0.70
798,16.43,0.55
799,16.43,0.58
800,16.44,0.63
801,16.43,0.65
802,16.42,0.50
803,16.44,0.56
804,16.44,0.60
805,16.44,0.66
806,16.45,0.69
807,16.45,0.55
808,16.47,0.61
809,16.47,0.61
810,16.47,0.68
811,16.46,0.53
812,16.47,0.59
813,16.47,0.62
814,16.47,0.64
815,16.47,0.70
816,16.46,0.55
817,16.47,0.57
818,16.48,0.63
819,16.48,0.66
820,16.49,0.54
821,16.49,0.57
822,16.48,0.63
823,16.49,0.65
824,16.46,0.69
825,16.46,0.57
826,16.46,0.59
827,16.47,0.62
828,16.45,0.68
829,16.43,0.56
830,16.45,0.61
831,16.44,0.62
832,16.45,0.66
833,16.46,0.75
834,16.44,0.55
835,16.42,0.59
836,16.41,0.61
837,16.42,0.69
838,16.44,0.52
839,16.43,0.54
840,16.43,0.60
841,16.40,0.63
842,16.40,0.53
843,16.40,0.54
844,16.40,0.57
845,16.42,0.65
846,16.44,0.67
847,16.45,0.53
848,16.46,0.58
849,16.48,0.62
850,16.48,0.66
851,16.48,0.55
852,16.48,0.58
853,16.48,0.61
854,16.47,0.66
855,16.48,0.71
856,16.48,0.57
857,16.51,0.61
858,16.49,0.66
859,16.48,0.70
860,16.48,0.55
861,16.47,0.60
862,16.46,0.64
863,16.45,0.67
864,16.45,0.53
865,16.44,0.56
866,16.45,0.61
867,16.45,0.63
868,16.45,0.69
869,16.44,0.54
870,16.46,0.57
871,16.44,0.65
872,16.45,0.69
873,16.45,0.54
874,16.46,0.56
875,16.46,0.63
876,16.47,0.68
877,16.47,0.70
878,16.51,0.58
879,16.49,0.58
880,16.48,0.63
881,16.45,0.68
882,16.46,0.57
883,16.49,0.59
884,16.55,0.65
885,16.53,0.88
886,16.52,0.53
887,16.55,0.61
888,16.56,0.62
889,16.57,0.68
890,16.59,0.54
891,16.57,0.58
892,16.58,0.60
893,16.59,0.63
894,16.57,0.71
895,16.58,0.58
896,16.56,0.61
897,16.51,0.60
898,16.53,0.69
899,16.54,0.52
900,16.56,0.62
901,16.57,0.63
902,16.56,0.66
903,16.55,0.55
904,16.56,0.56
905,16.55,0.62
906,16.54,0.65
907,16.52,0.70
908,16.48,0.54
909,16.49,0.55
910,16.48,0.59
911,16.49,0.64
912,16.48,0.52
913,16.47,0.52
914,16.50,0.58
915,16.48,0.62
916,16.51,0.65
917,16.47,0.53
918,16.48,0.53
919,16.48,0.61
920,16.48,0.61
921,16.49,0.53
922,16.50,0.55
923,16.47,0.63
924,16.46,0.65
925,16.48,0.69
926,16.46,0.55
927,16.48,0.58
928,16.48,0.63
929,16.45,0.64
930,16.44,0.52
931,16.46,0.56
932,16.44,0.57
933,16.45,0.66
934,16.45,0.49
935,16.47,0.56
936,16.44,0.57
937,16.45,0.64
938,16.45,0.48
939,16.46,0.55
940,16.48,0.57
941,16.47,0.60
942,16.44,0.64
943,16.44,0.49
944,16.44,0.54
945,16.44,0.56
946,16.43,0.60
947,16.41,0.46
948,16.43,0.51
949,16.42,0.54
950,16.44,0.58
951,16.41,0.62
952,16.40,0.48
953,16.41,0.51
954,16.42,0.57
955,16.43,0.62
956,16.44,0.49
957,16.47,0.52
958,16.45,0.57
959,16.44,0.58
960,16.45,0.88
961,16.46,0.50
962,16.46,0.55
963,16.46,0.59
964,16.44,0.66
965,16.44,0.51
966,16.43,0.56
967,16.44,0.57
968,16.43,0.64
969,16.44,0.51
970,16.43,0.52
971,16.44,0.58
972,16.44,0.62
973,16.42,0.66
974,16.42,0.50
975,16.43,0.57
976,16.42,0.61
977,16.41,0.67
978,16.42,0.52
979,16.43,0.55
980,16.43,0.61
981,16.43,0.65
982,16.43,0.74
983,16.42,0.55
984,16.42,0.56
985,16.42,0.62
986,16.39,0.88
987,16.39,0.52
988,16.39,0.55
989,16.39,0.57
990,16.38,0.64
991,16.36,0.67
992,16.36,0.54
993,16.37,0.56
994,16.39,0.62
995,16.37,0.88
996,16.37,0.50
997,16.39,0.56
998,16.38,0.58
999,16.39,0.64
1000,16.38,0.50
1001,16.40,0.54
1002,16.37,0.60
1003,16.37,0.61
1004,16.36,0.69
1005,16.38,0.52
1006,16.38,0.57
1007,16.38,0.60
1008,16.39,0.65
1009,16.41,0.52
1010,16.42,0.54
1011,16.42,0.58
1012,16.40,0.63
1013,16.40,0.50
1014,16.41,0.54
1015,16.43,0.56
1016,16.42,0.62
1017,16.42,0.64
1018,16.41,0.52
1019,16.42,0.54
1020,16.44,0.61
1021,16.45,0.64
1022,16.45,0.70
1023,16.45,0.55
1024,16.46,0.61
1025,16.47,0.68
1026,16.46,0.71
1027,16.46,0.56
1028,16.49,0.60
1029,16.47,0.64
1030,16.47,0.65
1031,16.47,0.53
1032,16.48,0.56
1033,16.47,0.60
1034,16.46,0.62
1035,16.48,0.71
1036,16.49,0.53
1037,16.48,0.61
1038,16.47,0.63
1039,16.49,0.69
1040,16.48,0.55
1041,16.48,0.56
1042,16.47,0.64
1043,16.47,0.66
1044,16.48,0.57
1045,16.47,0.58
1046,16.46,0.64
1047,16.47,0.66
1048,16.49,0.73
1049,16.47,0.55
1050,16.49,0.62
1051,16.48,0.65
1052,16.46,0.68
1053,16.48,0.55
1054,16.48,0.59
